	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3
ATXN7L3B	922	832	1330
KCNC2	0	0	0
CAPS2	7	11	18
GLIPR1L1	0	0	0
GLIPR1L2	0	3	5
GLIPR1	665	668	1085
KRR1	967	935	1744
PHLDA1	2372	3206	5270
NAP1L1	2412	2763	6005
BBS10	66	102	279
OSBPL8	511	490	1052
ZDHHC17	369	324	539
CSRP2	413	314	491
E2F7	149	130	255
NAV3	34	23	75
SYT1	36	14	56
MIR1252	0	0	0
MIR5692B	0	0	0
PAWR	303	322	500
PPP1R12A	1031	980	1896
OTOGL	0	1	0
PTPRQ	8	5	10
MYF6	0	0	0
MYF5	0	0	0
LIN7A	0	0	0
MIR617	0	0	0
MIR618	0	0	0
ACSS3	2	0	4
MIR4699	0	0	0
PPFIA2	0	1	5
CCDC59	563	428	694
METTL25	17	18	40
TMTC2	218	221	380
SLC6A15	461	402	662
TSPAN19	0	0	0
LRRIQ1	18	31	65
ALX1	8	9	11
RASSF9	142	112	226
NTS	0	0	1
MGAT4C	0	0	0
MIR548AL	0	0	0
MKRN9P	0	2	1
C12orf50	0	0	1
C12orf29	150	182	435
CEP290	377	395	877
TMTC3	587	794	1996
KITLG	244	298	551
DUSP6	2344	1966	4295
POC1B	170	162	378
POC1B-GALNT4	0	0	0
GALNT4	2	1	5
ATP2B1	375	358	637
LINC00615	6	4	1
CCER1	0	0	0
EPYC	0	0	0
KERA	0	0	0
LUM	0	1	0
DCN	6	0	9
BTG1	1030	1037	1670
CLLU1OS	1	5	1
CLLU1	0	0	5
C12orf74	2	4	2
PLEKHG7	3	7	10
EEA1	1912	1951	3552
LOC643339	3	1	0
NUDT4	2	2	13
UBE2N	1385	1291	2054
MRPL42	253	224	462
SOCS2-AS1	1	2	12
SOCS2	34	33	67
CRADD	46	41	98
PLXNC1	4	2	7
MIR5700	0	0	0
TMCC3	439	428	777
MIR492	0	0	0
KRT19P2	0	0	0
NDUFA12	2485	1995	2284
NR2C1	266	338	555
FGD6	846	726	1322
VEZT	1696	1455	2264
MIR331	0	1	1
MIR3685	0	0	0
METAP2	3278	2592	4263
USP44	0	0	0
PGAM1P5	0	0	0
NTN4	1586	1465	2431
SNRPF	2434	1964	2535
CCDC38	0	0	0
AMDHD1	10	2	1
HAL	3	2	6
LTA4H	3238	2772	4763
ELK3	1094	963	1440
CDK17	322	311	554
NEDD1	385	385	960
RMST	0	0	0
MIR1251	0	0	0
MIR135A2	0	0	0
MIR4303	0	0	0
SLC9A7P1	5	8	19
TMPO-AS1	8	6	10
TMPO	524	525	951
SLC25A3	2545	2336	4283
SNORA53	0	0	3
IKBIP	299	259	638
APAF1	330	341	579
ANKS1B	2	2	0
FAM71C	0	0	0
UHRF1BP1L	105	94	316
GOLGA2P5	62	38	59
MIR1827	0	0	0
ACTR6	49	94	276
DEPDC4	11	8	18
SCYL2	505	566	1121
SLC17A8	0	0	0
NR1H4	0	0	0
GAS2L3	33	29	32
ANO4	102	72	101
SLC5A8	0	0	0
UTP20	355	298	585
ARL1	1169	1133	1884
SPIC	0	0	0
MYBPC1	0	0	1
CHPT1	21	43	70
SYCP3	1	0	1
GNPTAB	1040	1001	1725
DRAM1	375	326	559
NUP37	213	138	282
PARPBP	17	38	98
PMCH	1	0	0
IGF1	0	0	0
LINC00485	0	0	0
PAH	0	0	0
ASCL1	0	0	0
C12orf42	0	0	0
STAB2	0	1	0
NT5DC3	443	391	610
HSP90B1	20218	17868	30027
MIR3652	0	0	0
C12orf73	118	121	142
TDG	288	346	696
GLT8D2	30	23	42
HCFC2	253	230	358
NFYB	267	257	405
TXNRD1	1891	1650	3010
EID3	1	0	1
CHST11	766	629	1054
MIR3922	0	0	0
SLC41A2	47	33	78
C12orf45	106	84	139
ALDH1L2	105	87	148
APPL2	203	172	352
C12orf75	194	179	361
NUAK1	326	253	442
CKAP4	2510	2552	4250
TCP11L2	121	119	156
POLR3B	278	278	496
LOC100287944	1	0	5
RFX4	0	0	0
LOC100505978	0	0	0
RIC8B	213	162	279
CRY1	90	74	149
BTBD11	677	610	1022
PWP1	530	406	838
PRDM4	686	609	912
ASCL4	0	0	0
LOC728739	0	0	0
WSCD2	0	0	1
CMKLR1	0	0	0
FICD	26	15	30
SART3	650	625	1021
ISCU	488	443	736
TMEM119	0	0	0
SELPLG	36	37	36
CORO1C	2627	2257	4100
SSH1	1526	1306	2245
DAO	0	0	0
SVOP	1	0	0
USP30-AS1	1	0	0
USP30	150	169	257
ALKBH2	144	121	178
UNG	345	315	530
ACACB	23	21	44
FOXN4	0	0	0
MYO1H	0	0	0
KCTD10	995	946	1664
UBE3B	809	673	1199
MMAB	274	270	369
MVK	380	352	560
FAM222A	4	5	4
FAM222A-AS1	0	0	0
TRPV4	95	88	115
MIR4497	0	0	0
GLTP	1021	941	1805
TCHP	349	269	465
GIT2	584	556	923
ANKRD13A	937	885	1318
C12orf76	20	31	35
IFT81	236	249	553
ATP2A2	7405	7725	12487
ANAPC7	586	510	848
ARPC3	3958	3299	5428
GPN3	78	78	200
FAM216A	47	54	118
VPS29	1562	1259	2093
RAD9B	2	1	0
PPTC7	249	276	553
TCTN1	115	104	161
HVCN1	20	17	44
PPP1CC	751	775	1670
CCDC63	0	0	6
MYL2	0	2	0
CUX2	93	78	145
SH2B3	240	234	330
ATXN2	1252	1071	1750
BRAP	507	468	687
ACAD10	180	219	259
ALDH2	846	799	1317
MAPKAPK5-AS1	125	76	169
MAPKAPK5	284	282	493
ADAM1A	42	44	54
TMEM116	38	29	48
ERP29	2262	2077	3037
NAA25	684	675	1149
TRAFD1	1291	1137	1603
HECTD4	832	829	1467
RPL6	11551	8963	16252
PTPN11	3575	2757	5083
RPH3A	0	0	0
OAS1	81	84	102
OAS3	479	497	620
OAS2	352	330	430
DTX1	0	1	1
RASAL1	14	13	24
DDX54	798	750	1172
IQCD	8	13	13
TPCN1	526	492	706
PLBD2	1192	1107	1252
SDS	0	0	0
SDSL	81	85	85
LHX5	2	0	1
RBM19	396	343	607
TBX5	0	0	0
TBX5-AS1	0	0	0
TBX3	87	89	156
MED13L	1207	1133	1929
MIR620	0	0	0
MIR4472-2	0	0	0
LINC00173	6	6	0
MAP1LC3B2	2	2	6
C12orf49	241	258	422
RNFT2	9	3	4
HRK	1	0	0
FBXW8	166	153	231
TESC	0	0	0
FBXO21	311	261	513
NOS1	226	155	283
KSR2	4	1	4
RFC5	239	151	199
WSB2	1234	1022	1773
VSIG10	186	205	284
PEBP1	2441	2360	4176
TAOK3	833	797	1280
SUDS3	1302	1186	1837
SRRM4	0	0	0
HSPB8	410	385	630
CCDC60	20	25	47
TMEM233	0	0	0
PRKAB1	343	317	425
CIT	179	142	272
MIR1178	0	1	0
RAB35	918	776	1324
MIR4498	0	0	0
RPLP0	33676	28230	38048
PXN-AS1	24	21	7
PXN	5517	5223	8031
SIRT4	8	7	20
PLA2G1B	1	0	0
MSI1	0	0	0
COX6A1	842	745	948
TRIAP1	557	514	1066
GATC	483	455	794
SRSF9	1109	945	1520
DYNLL1	4487	3567	5151
COQ5	235	236	440
RNF10	1756	1450	2346
POP5	118	124	191
CABP1	2	1	2
MLEC	3051	2627	4483
UNC119B	429	361	753
MIR4700	0	0	0
ACADS	23	34	47
SPPL3	325	317	539
HNF1A-AS1	0	0	0
HNF1A	0	0	0
C12orf43	103	113	189
OASL	33	21	37
P2RX7	0	4	4
P2RX4	27	23	43
CAMKK2	804	775	1355
ANAPC5	827	761	1367
RNF34	401	397	633
KDM2B	223	227	346
ORAI1	59	69	82
MORN3	6	7	7
TMEM120B	233	209	297
RHOF	253	266	406
SETD1B	543	524	860
HPD	0	0	0
PSMD9	600	469	763
WDR66	1479	1177	2005
BCL7A	278	278	480
MLXIP	1066	1052	1429
LRRC43	3	4	2
IL31	0	0	0
B3GNT4	38	50	76
DIABLO	511	455	807
VPS33A	318	319	449
CLIP1	3044	2552	4183
ZCCHC8	254	231	337
RSRC2	2210	1846	3163
KNTC1	149	138	242
HCAR2	403	416	548
HCAR3	316	282	489
HCAR1	13	9	24
DENR	1018	978	1912
CCDC62	10	15	17
HIP1R	394	472	614
VPS37B	782	819	1201
ABCB9	55	52	70
OGFOD2	59	73	124
ARL6IP4	955	902	1399
PITPNM2	187	173	278
MIR4304	0	0	0
MPHOSPH9	102	92	171
C12orf65	159	143	227
CDK2AP1	769	742	1468
SBNO1	1154	1104	2018
RILPL2	144	138	227
SNRNP35	399	295	426
RILPL1	249	250	401
MIR3908	0	0	0
TMED2	2926	2892	4830
DDX55	411	386	793
EIF2B1	737	592	978
GTF2H3	323	285	543
TCTN2	91	83	176
ATP6V0A2	216	220	296
DNAH10	0	1	1
CCDC92	434	404	555
ZNF664	1550	1472	2664
NCOR2	1131	1237	1768
SCARB1	922	946	1266
UBC	12510	10074	15982
MIR5188	1	2	8
DHX37	202	191	297
BRI3BP	187	146	179
AACS	494	451	766
TMEM132B	4	5	5
LINC00507	0	0	0
TMEM132C	0	0	0
MIR3612	0	0	0
SLC15A4	216	189	354
GLT1D1	0	0	0
TMEM132D	0	0	0
FZD10	26	25	24
PIWIL1	3	2	4
RIMBP2	0	6	0
STX2	235	195	364
RAN	3915	3106	4603
SFSWAP	628	541	749
MMP17	15	30	23
ULK1	470	557	705
PUS1	136	147	200
EP400	979	898	1423
SNORA49	2	0	0
DDX51	146	217	251
NOC4L	91	94	130
GALNT9	0	0	1
LOC100130238	0	0	1
FBRSL1	136	196	283
LRCOL1	0	0	0
P2RX2	0	0	0
POLE	253	243	348
PXMP2	52	37	46
PGAM5	472	391	624
ANKLE2	1317	1265	1842
GOLGA3	1147	1115	1685
CHFR	361	424	587
ZNF605	184	217	483
ZNF26	4	4	3
ZNF84	33	25	44
ZNF140	108	69	147
ZNF10	63	65	103
ZNF268	228	242	390
ANHX	0	0	0
ANKRD20A9P	0	0	0
LINC00442	0	0	0
TUBA3C	0	0	0
ANKRD26P3	0	0	0
LINC00421	0	0	0
TPTE2	0	0	0
MPHOSPH8	1089	971	1560
PSPC1	820	638	1106
ZMYM5	141	120	250
ZMYM2	1270	1424	2611
GJA3	6	4	3
GJB2	1780	1701	2461
GJB6	40	37	62
CRYL1	108	101	151
MIR4499	0	0	0
IFT88	85	82	148
IL17D	1	3	2
XPO4	285	271	581
LATS2	289	265	485
SAP18	1996	1579	2492
SKA3	68	37	150
MIPEPP3	9	7	14
ZDHHC20	538	556	1197
FGF9	1	0	0
LINC00424	0	0	0
BASP1P1	0	0	0
SGCG	0	0	0
SACS	454	488	958
LINC00327	1	0	0
TNFRSF19	7	10	11
MIPEP	206	197	318
C1QTNF9B	0	0	0
ANKRD20A19P	0	1	0
SPATA13	37	28	76
MIR2276	0	0	0
SPATA13-AS1	0	0	0
C1QTNF9	0	0	0
PARP4	1658	1341	2355
TPTE2P6	4	3	2
ATP12A	21	19	44
RNF17	0	0	3
CENPJ	157	161	292
TPTE2P1	11	9	16
PABPC3	5	5	11
AMER2	0	0	0
MTMR6	230	189	493
ATP8A2	24	9	12
SHISA2	2	1	1
RNF6	2181	1933	3300
CDK8	355	349	626
WASF3	139	103	187
GPR12	0	1	0
USP12	404	431	877
RPL21	0	0	0
RPL21P28	0	0	0
SNORD102	0	0	7
SNORA27	1	2	12
RASL11A	7	4	6
GTF3A	611	464	745
MTIF3	310	371	633
LNX2	710	598	990
POLR1D	1951	1677	2681
GSX1	0	0	0
PDX1	0	0	0
CDX2	0	0	0
FLT3	0	0	0
PAN3-AS1	11	9	10
PAN3	222	238	394
FLT1	0	0	0
POMP	662	613	1302
SLC46A3	60	56	154
MTUS2	1	0	1
MTUS2-AS1	0	0	0
SLC7A1	1177	1046	1720
UBL3	136	159	285
LINC00297	0	0	0
LINC00544	0	0	0
KATNAL1	377	288	478
LINC00426	0	0	0
HMGB1	1860	1675	2609
USPL1	261	225	451
ALOX5AP	15	21	17
LINC00398	0	0	4
TEX26-AS1	0	0	0
MEDAG	0	0	0
TEX26	0	0	0
HSPH1	1039	1035	2250
RXFP2	0	0	0
EEF1DP3	0	0	0
FRY	20	28	19
ZAR1L	0	0	0
BRCA2	43	53	109
N4BP2L1	17	13	14
N4BP2L2	564	539	1119
MINOS1P1	1	0	1
N4BP2L2-IT2	10	27	24
PDS5B	495	442	805
LINC00423	0	0	0
KL	0	3	0
STARD13	169	212	327
STARD13-AS	0	0	0
RFC3	39	51	93
LINC00457	0	0	0
NBEA	37	38	63
MAB21L1	21	16	20
MIR548F5	0	0	0
DCLK1	1	3	10
SOHLH2	0	0	0
CCDC169-SOHLH2	0	0	0
CCDC169	0	0	0
CCNA1	19	18	31
SERTM1	0	0	0
RFXAP	9	12	38
SMAD9	12	2	32
ALG5	261	245	418
EXOSC8	152	126	208
SUPT20H	904	808	1295
CSNK1A1L	0	0	0
LINC00547	0	0	0
POSTN	171	208	414
TRPC4	0	0	0
LINC00571	3	12	13
UFM1	2412	1877	3049
LINC00366	0	0	0
FREM2	4	0	6
STOML3	0	0	0
PROSER1	885	868	1272
NHLRC3	239	223	366
COG6	275	260	425
MIR4305	0	0	0
LINC00332	0	0	2
LINC00548	0	0	1
LINC00598	3	8	6
FOXO1	309	363	505
MIR320D1	0	0	0
MRPS31	336	289	488
SLC25A15	79	69	129
TPTE2P5	2	3	3
MIR621	0	0	0
SUGT1P3	2	1	0
ELF1	1862	1639	2439
WBP4	396	325	652
KBTBD6	185	134	274
KBTBD7	62	50	83
MTRF1	95	92	162
NAA16	65	89	144
OR7E37P	0	0	0
RGCC	41	25	55
VWA8	975	831	1463
MIR5006	0	0	0
VWA8-AS1	5	4	4
DGKH	132	159	200
AKAP11	663	689	1333
TNFSF11	14	2	15
FAM216B	0	0	0
EPSTI1	40	73	68
DNAJC15	368	384	623
ENOX1	4	3	11
CCDC122	33	45	136
LACC1	455	482	907
LINC00284	0	1	3
SMIM2-IT1	0	0	0
SERP2	3	3	0
TSC22D1	1326	1217	1873
TSC22D1-AS1	9	8	7
LINC00330	0	1	0
NUFIP1	106	116	200
GTF2F2	538	470	1057
KCTD4	0	0	1
TPT1	41982	35019	60281
SNORA31	3	12	23
TPT1-AS1	66	53	106
SLC25A30	259	280	472
COG3	390	371	676
SPERT	0	0	0
SIAH3	0	0	0
ZC3H13	2961	2564	4032
CPB2-AS1	7	2	1
CPB2	0	2	1
LCP1	103	89	114
LINC00563	0	0	0
LRCH1	290	272	402
ESD	848	810	1518
HTR2A	0	0	0
SUCLA2	341	353	708
NUDT15	212	184	342
MED4	810	702	1350
MED4-AS1	3	0	0
ITM2B	1191	1626	3583
RB1	493	486	1049
LPAR6	96	118	196
RCBTB2	81	49	88
LINC00462	0	0	0
CYSLTR2	0	0	0
FNDC3A	431	394	874
MLNR	0	0	0
CDADC1	94	94	147
CAB39L	139	160	253
SETDB2	99	130	192
PHF11	105	141	292
RCBTB1	327	269	446
ARL11	1	4	6
EBPL	177	158	251
KPNA3	466	546	1082
CTAGE10P	0	0	0
SPRYD7	318	270	475
DLEU2	4	11	6
MIR3613	1	1	1
TRIM13	153	139	358
KCNRG	3	2	1
MIR16-1	0	0	0
MIR15A	0	0	0
DLEU1	58	36	77
ST13P4	3	1	0
DLEU7	0	0	0
DLEU7-AS1	2	0	0
RNASEH2B-AS1	0	0	0
RNASEH2B	57	67	153
GUCY1B2	0	0	0
FAM124A	0	1	1
SERPINE3	0	0	0
MIR5693	1	0	0
INTS6	1029	849	1513
MIR4703	0	0	0
WDFY2	294	277	444
DHRS12	35	36	55
CCDC70	0	0	0
ATP7B	233	233	325
ALG11	40	58	143
UTP14C	477	363	625
NEK5	1	3	8
NEK3	99	125	161
MRPS31P5	50	55	87
THSD1	396	364	449
VPS36	754	667	1280
CKAP2	1085	1108	2013
TPTE2P3	0	0	0
HNRNPA1L2	129	100	171
SUGT1	219	306	634
MIR759	0	0	0
PCDH8	0	0	0
OLFM4	2	0	0
LINC00558	0	0	0
MIR1297	0	0	0
MIR5007	0	0	0
PRR20A	0	0	0
PRR20C	0	0	0
PRR20E	0	0	0
PRR20D	0	0	0
PRR20B	0	0	0
PCDH17	0	0	0
DIAPH3	150	134	344
DIAPH3-AS1	0	0	0
DIAPH3-AS2	0	0	0
TDRD3	298	249	437
MIR3169	0	0	0
PCDH20	2	1	1
OR7E156P	0	0	0
PCDH9	9	10	11
PCDH9-AS2	0	0	0
PCDH9-AS3	0	0	0
LINC00550	0	0	0
KLHL1	0	0	0
ATXN8OS	0	0	0
LINC00348	0	0	0
DACH1	0	0	0
MZT1	21	22	52
BORA	93	85	155
DIS3	629	657	1421
PIBF1	73	76	222
KLF5	2590	2316	3491
KLF12	158	157	315
LINC00381	0	0	0
LINC00347	0	0	0
CTAGE11P	0	0	0
TBC1D4	202	220	401
COMMD6	270	289	671
UCHL3	313	320	801
LMO7	2236	2014	3409
KCTD12	776	668	1421
BTF3P11	0	0	0
CLN5	477	470	940
FBXL3	165	197	453
MYCBP2	1109	1016	1733
MYCBP2-AS1	3	7	0
SCEL	2509	2426	4738
SLAIN1	2	1	1
MIR3665	0	0	0
EDNRB	0	0	0
LINC00446	0	0	0
POU4F1	0	0	1
RNF219	177	202	501
LINC00331	0	0	0
RBM26	852	791	1262
RBM26-AS1	24	28	33
NDFIP2-AS1	0	0	0
NDFIP2	592	584	1199
SPRY2	73	61	128
SLITRK1	0	0	0
LINC00333	0	0	0
LINC00351	0	0	0
SLITRK6	656	657	1263
MIR4500HG	0	0	0
MIR4500	0	0	0
SLITRK5	6	5	7
LINC00433	0	0	0
LINC00353	0	0	0
LINC00559	0	0	0
MIR622	0	0	0
LINC00410	0	0	0
LINC00379	0	0	0
MIR17HG	6	13	27
MIR17	0	0	0
MIR18A	0	0	0
MIR19A	0	0	0
MIR20A	0	0	0
MIR19B1	0	0	0
MIR92A1	0	0	0
GPC5	0	0	0
GPC5-AS1	0	0	0
GPC6	30	25	55
GPC6-AS2	0	0	0
DCT	0	0	0
TGDS	73	63	193
GPR180	216	239	501
SOX21	14	14	31
ABCC4	125	120	239
CLDN10	5	4	3
CLDN10-AS1	0	0	0
DZIP1	143	119	193
DNAJC3	1058	1017	1614
UGGT2	158	180	332
HS6ST3	5	0	0
LINC00359	0	0	0
OXGR1	0	0	0
MBNL2	502	517	852
RAP2A	265	228	564
IPO5	1423	1385	2709
FARP1	512	475	778
RNF113B	0	0	0
MIR3170	0	0	0
STK24	2059	1905	3241
SLC15A1	3	1	6
DOCK9	1495	1360	2295
UBAC2-AS1	5	5	12
UBAC2	697	668	948
MIR548AN	0	0	0
GPR18	0	0	0
GPR183	0	0	0
FKSG29	0	0	0
MIR623	1	0	0
TM9SF2	2123	2147	3791
CLYBL	53	52	52
MIR4306	0	0	0
ZIC5	0	0	0
ZIC2	0	0	0
PCCA	215	160	354
PCCA-AS1	0	0	0
GGACT	39	29	54
TMTC4	105	84	136
NALCN-AS1	1	0	0
NALCN	21	16	32
ITGBL1	58	38	79
FGF14	3	0	1
MIR2681	0	0	0
MIR4705	0	0	0
FGF14-IT1	0	0	0
FGF14-AS2	2	6	5
TPP2	591	508	967
METTL21C	0	0	0
CCDC168	7	6	3
TEX30	57	47	49
KDELC1	105	80	119
BIVM	59	42	99
BIVM-ERCC5	0	0	0
ERCC5	13	15	24
METTL21EP	3	3	12
SLC10A2	1	0	0
MIR548AS	0	0	0
DAOA-AS1	0	0	0
DAOA	0	0	0
LINC00343	0	0	0
LINC00460	4	0	12
EFNB2	1231	1218	1969
ARGLU1	927	888	1547
LINC00551	0	1	3
LINC00443	0	0	0
FAM155A	0	0	0
LIG4	321	401	776
ABHD13	112	122	279
TNFSF13B	8	4	11
MYO16	3	8	13
MYO16-AS1	0	0	1
IRS2	78	93	101
COL4A1	1039	945	1522
COL4A2	1530	1418	2039
COL4A2-AS1	1	3	0
RAB20	41	35	43
CARS2	749	625	1097
ING1	237	184	309
LINC00346	10	4	2
ANKRD10	148	169	206
ARHGEF7	715	737	1171
TEX29	0	1	1
SOX1	0	0	0
SPACA7	0	0	0
TUBGCP3	292	210	373
ATP11A	548	584	853
MCF2L-AS1	0	0	0
MCF2L	1	0	0
F7	0	0	0
F10	0	0	0
PROZ	0	0	0
PCID2	372	311	453
CUL4A	1036	799	1755
LAMP1	4404	4408	6878
GRTP1	30	37	41
ADPRHL1	17	17	24
DCUN1D2	128	119	124
TMCO3	1325	1227	1835
TFDP1	994	848	1444
ATP4B	0	0	0
GRK1	0	0	0
LINC00552	0	0	0
TMEM255B	10	16	20
GAS6-AS1	23	25	25
GAS6	769	806	1168
LINC00565	0	0	0
RASA3	112	81	149
CDC16	693	640	1093
UPF3A	1002	837	1242
CHAMP1	327	305	525
OR11H12	0	0	0
POTEG	0	0	0
POTEM	0	0	0
OR11H2	0	0	0
OR4Q3	0	0	0
OR4M1	0	0	0
OR4N2	0	0	0
OR4K2	0	0	0
OR4K5	0	0	0
OR4K1	0	0	0
OR4K15	0	0	0
OR4K14	0	0	0
OR4K13	0	0	0
OR4L1	0	0	0
OR4K17	0	0	0
OR4N5	0	0	0
OR11G2	0	0	0
OR11H6	0	0	0
OR11H4	0	0	0
TTC5	132	109	175
CCNB1IP1	330	282	480
SNORD126	0	3	0
RPPH1	0	2	18
PARP2	381	343	403
TEP1	592	521	710
KLHL33	0	0	0
OSGEP	142	123	189
APEX1	1839	1462	2203
PNP	1501	1257	2062
RNASE10	0	0	0
RNASE9	0	0	0
RNASE11	0	0	0
RNASE12	0	0	0
OR6S1	0	0	0
ANG	24	22	32
RNASE4	40	57	90
EDDM3A	0	0	0
EDDM3B	0	0	0
RNASE6	3	0	0
RNASE1	31	20	41
RNASE3	0	0	0
ECRP	0	0	0
RNASE2	0	0	0
METTL17	492	435	609
SLC39A2	5	1	7
NDRG2	524	491	670
TPPP2	1	0	0
RNASE13	0	0	0
RNASE7	707	572	815
RNASE8	0	0	3
ARHGEF40	405	391	550
ZNF219	262	260	383
TMEM253	43	27	45
OR5AU1	0	0	0
LINC00641	166	164	287
HNRNPC	21242	16410	23620
RPGRIP1	4	0	2
SUPT16H	2509	2078	3674
CHD8	2261	1958	2793
SNORD9	3	1	0
SNORD8	0	0	0
RAB2B	169	138	300
TOX4	1731	1416	2354
METTL3	579	466	728
SALL2	37	38	47
OR10G3	0	0	0
OR10G2	0	0	0
OR4E2	0	0	0
DAD1	1671	1498	2306
ABHD4	779	777	1158
OXA1L	934	820	1348
SLC7A7	1	5	9
MRPL52	315	306	505
MMP14	14575	14043	18494
LRP10	2136	2037	3014
REM2	1	2	5
RBM23	678	580	857
PRMT5	1371	1015	1815
HAUS4	216	194	369
MIR4707	0	0	0
AJUBA	1547	1484	2302
C14orf93	120	74	130
PSMB5	2040	1651	2779
PSMB11	0	0	0
CDH24	96	94	106
ACIN1	3096	3041	4378
C14orf119	986	840	1441
CEBPE	0	0	0
SLC7A8	398	398	491
HOMEZ	560	524	856
PPP1R3E	51	55	83
BCL2L2-PABPN1	0	0	0
BCL2L2	1184	1153	1677
PABPN1	207	228	309
SLC22A17	25	13	24
EFS	82	101	136
IL25	0	0	0
CMTM5	0	0	0
MYH6	0	0	0
MIR208A	0	0	0
MYH7	0	0	0
MIR208B	0	0	0
NGDN	340	305	507
THTPA	98	86	113
ZFHX2	73	70	110
AP1G2	1152	1122	1527
JPH4	1	2	0
DHRS2	18	8	18
DHRS4-AS1	283	265	401
DHRS4	134	122	167
DHRS4L2	103	107	154
DHRS4L1	0	0	0
CPNE6	0	0	0
NRL	0	3	2
PCK2	129	144	170
DCAF11	666	561	923
FITM1	1	0	0
PSME1	859	778	1161
EMC9	39	50	55
PSME2	841	661	1033
RNF31	327	340	426
IRF9	341	321	500
REC8	213	243	289
IPO4	328	320	429
TM9SF1	600	544	848
TSSK4	0	3	0
CHMP4A	1443	1242	2002
NEDD8-MDP1	0	0	0
MDP1	2	2	3
NEDD8	612	471	866
GMPR2	725	639	1071
TINF2	1089	912	1358
TGM1	485	499	770
RABGGTA	432	449	595
DHRS1	479	375	666
NOP9	328	304	466
CIDEB	47	67	66
LTB4R2	11	34	20
LTB4R	284	360	462
ADCY4	33	16	21
RIPK3	149	139	235
NFATC4	352	391	510
NYNRIN	1542	1545	2077
CBLN3	129	163	182
KHNYN	1803	1619	2674
SDR39U1	173	192	252
CMA1	0	0	0
CTSG	0	0	0
GZMH	0	0	0
GZMB	0	0	0
STXBP6	2	1	0
NOVA1	0	3	9
MIR4307	0	0	0
LINC00645	0	0	0
FOXG1	0	0	1
MIR548AI	0	0	0
PRKD1	9	20	13
G2E3	162	180	336
SCFD1	487	415	926
COCH	3	0	0
LOC100506071	2	4	0
STRN3	726	621	1148
MIR624	0	0	0
AP4S1	58	65	87
HECTD1	1742	1728	3273
HEATR5A	321	272	470
DTD2	161	129	273
GPR33	0	0	0
NUBPL	164	184	308
ARHGAP5-AS1	61	48	112
ARHGAP5	734	841	2141
AKAP6	66	84	125
NPAS3	1	0	0
EGLN3	210	230	454
SPTSSA	179	114	213
EAPP	500	417	643
SNX6	913	953	2261
CFL2	138	178	459
BAZ1A	2594	2321	4074
IGBP1P1	0	0	0
SRP54	1447	1300	2285
FAM177A1	702	598	1173
PPP2R3C	53	52	155
KIAA0391	604	540	1004
PSMA6	1512	1301	2071
NFKBIA	1292	1415	1933
INSM2	0	0	0
RALGAPA1	238	239	417
BRMS1L	214	218	502
LINC00609	0	0	0
PTCSC3	0	0	0
MBIP	156	229	345
SFTA3	16	9	34
NKX2-1	181	220	232
NKX2-8	4	7	7
PAX9	396	431	650
SLC25A21	10	8	17
MIR4503	0	0	0
MIPOL1	102	87	172
FOXA1	618	592	909
SSTR1	0	0	0
CLEC14A	0	0	0
LINC00639	1	0	0
SEC23A	825	760	1464
GEMIN2	75	53	130
TRAPPC6B	199	236	560
PNN	3459	3138	4507
MIA2	1	0	0
LOC100288846	3	2	2
FBXO33	157	160	318
LRFN5	0	0	0
FSCB	0	0	0
C14orf28	18	25	24
KLHL28	121	122	175
PRPF39	427	461	754
SNORD127	0	0	0
FKBP3	1020	892	1772
FANCM	44	51	103
MIS18BP1	131	154	367
RPL10L	0	0	0
MDGA2	0	0	0
MIR548Y	0	0	0
LINC00648	1	2	0
RPS29	3122	2587	4551
LRR1	52	48	81
RPL36AL	3750	3056	5294
MGAT2	528	459	813
DNAAF2	74	68	126
POLE2	33	28	54
KLHDC1	4	7	9
KLHDC2	217	233	324
NEMF	1463	1301	2409
ARF6	1244	1205	2321
SOS2	470	433	835
L2HGDH	114	102	146
ATP5S	18	8	25
CDKL1	16	17	27
MAP4K5	712	657	1220
ATL1	73	74	127
SAV1	445	387	692
NIN	743	636	1208
ABHD12B	1	0	0
PYGL	3408	2917	4862
TRIM9	1	3	3
TMX1	468	520	818
LINC00640	0	4	15
FRMD6-AS2	0	0	0
FRMD6	1593	1595	2772
FRMD6-AS1	0	2	0
GNG2	7	7	16
NID2	27	11	41
PTGDR	0	0	0
PTGER2	5	1	2
TXNDC16	18	26	44
GPR137C	0	0	0
PSMC6	1109	963	1668
STYX	159	140	288
GNPNAT1	330	357	956
FERMT2	146	136	234
DDHD1	203	193	356
MIR5580	0	0	0
BMP4	38	34	57
CDKN3	91	81	138
GMFB	148	180	531
CGRRF1	45	48	73
SAMD4A	492	515	720
GCH1	50	42	88
MIR4308	0	0	0
WDHD1	192	165	303
SOCS4	165	175	414
MAPK1IP1L	1575	1468	2269
LGALS3	1421	1400	2423
DLGAP5	140	144	329
FBXO34	426	460	754
ATG14	206	229	431
TBPL2	0	0	0
KTN1-AS1	8	14	23
KTN1	2741	2705	5256
RPL13AP3	0	0	0
LINC00520	144	137	191
PELI2	3	6	5
OTX2	0	0	0
OTX2-AS1	0	0	0
EXOC5	463	504	1208
AP5M1	179	194	439
NAA30	78	74	197
SLC35F4	1	0	0
