,cc01-20covid1,cc01-20covid2,cc01-20mock2,cc01-20mock1,cc03-19covid,cc03-19mock,cc03-20covid1,cc03-20covid2,cc03-20mock1,cc03-20mock2
AC139887.4,6,10,22,33,36,1,5,7,10,13
ZSWIM8-AS1,3,14,15,31,31,4,12,2,0,0
AL451049.1,2,0,0,0,0,1,0,1,0,0
OR10AH1P,0,2,2,1,0,0,1,0,1,3
AC063944.3,0,0,2,1,0,1,0,0,1,2
AC016394.3,28,14,33,20,29,10,7,9,9,28
AC007308.1,0,0,0,0,0,0,0,0,0,0
AC010655.3,6,11,29,23,0,7,2,0,4,7
ZNF595,392,395,398,497,509,301,267,249,475,502
AC073073.2,5,13,13,7,6,4,2,8,0,12
AC015982.2,8,9,103,96,67,7,15,1,32,28
AC016252.1,0,0,0,0,0,0,0,0,0,0
MAGI1-IT1,5,0,5,2,1,0,2,0,5,3
AC026464.6,339,306,97,24,214,321,240,214,161,115
AC093673.2,1,0,0,0,0,0,0,0,0,0
AFAP1-AS1,258,217,58,126,33,23,17,8,0,13
AC010735.2,3,3,25,27,37,66,4,2,20,14
AP000919.4,5,3,0,7,0,2,0,0,2,2
AC021146.12,2,0,5,2,2,1,0,0,1,4
AC016542.1,1,0,7,2,5,1,0,0,0,0
AL731563.4,3,10,18,26,15,8,25,18,27,21
AC067750.1,31,23,58,59,67,13,12,21,19,37
AC097504.2,0,0,0,0,0,0,0,0,0,0
OR51F5P,0,0,0,0,0,0,0,0,0,0
DOC2B,220,191,660,327,527,70,532,609,978,1077
AC006027.1,5,0,8,14,1,0,6,8,0,0
AC015712.5,0,0,0,0,0,2,0,0,0,0
AP003121.1,0,0,0,0,0,0,0,0,0,0
AC097468.3,4,8,6,5,5,4,1,0,0,1
GTF2IP20,98,166,368,354,260,79,107,114,261,249
AC079766.1,0,0,1,1,0,0,0,0,0,1
AC005020.2,0,10,19,8,0,6,3,2,0,0
AC110792.3,3,0,2,0,2,0,0,0,1,2
AL358472.2,22,15,45,49,13,20,5,15,39,32
POLR2J4,295,332,186,244,454,193,268,235,158,228
AC024933.1,0,3,0,0,15,3,0,0,0,4
AP000317.2,0,0,3,0,1,0,0,0,0,1
AC090425.2,1,0,1,3,3,3,0,0,3,0
AC021097.1,0,0,0,0,0,0,1,0,0,0
AC073352.1,7,1,0,6,4,0,0,0,5,5
AC093635.1,5,10,5,13,4,3,2,2,4,6
OR51C4P,0,0,0,0,0,0,0,0,0,0
U62317.1,51,45,30,56,41,28,78,56,21,22
AC012306.2,157,148,161,105,130,128,147,121,158,111
AL590560.3,0,5,51,52,14,6,1,11,19,11
AL021707.6,14,10,24,18,32,6,10,6,0,11
AL391497.1,0,0,0,2,0,0,0,0,0,0
PCDHB16,30,22,39,29,32,33,34,32,51,16
OR5AO1P,0,0,0,0,0,0,0,0,0,0
AC124016.2,19,31,71,82,66,28,26,16,38,41
AC112503.1,0,0,0,2,1,0,0,0,0,0
AL355987.2,0,0,2,0,0,0,0,1,0,0
FAM223B,3,2,6,8,4,2,2,0,0,6
AC004471.2,0,2,0,0,0,0,0,3,0,4
OR9I3P,0,0,0,0,0,0,0,0,0,0
AC006333.1,271,316,376,475,498,260,228,279,331,305
AP005329.3,43,47,94,90,162,16,37,36,44,50
AC004832.4,6,8,55,40,11,1,3,11,7,5
LINC02018,56,94,132,85,42,11,36,37,79,97
AC092807.3,0,0,0,0,1,0,1,1,0,0
AC010997.4,3,3,44,43,19,14,2,7,32,41
AC073107.1,2,2,32,46,20,8,1,3,7,14
Z94160.2,0,0,0,0,0,0,0,0,0,0
GAS6-DT,20,16,22,42,13,64,69,53,27,35
AL359091.3,2,7,9,12,1,6,2,1,2,4
AC007620.3,1,1,3,0,0,0,0,0,1,0
MESTIT1,8,0,11,19,4,0,0,6,4,8
AC010913.1,10,11,14,24,8,4,2,14,0,5
AP005137.2,0,0,0,0,0,3,1,1,0,0
AC046143.2,1,0,4,0,6,0,0,0,1,0
AC133041.1,0,1,2,0,1,0,0,0,2,0
AC019069.1,51,50,14,34,31,67,37,22,23,19
AL139098.3,0,0,0,0,0,0,0,0,0,0
AL157904.1,1,0,0,0,5,0,1,0,0,1
AL121658.1,5,2,14,16,11,24,3,10,11,16
AC112236.2,5,8,11,11,9,5,12,3,11,4
AC006483.2,0,0,0,0,0,4,0,0,0,0
AL022322.1,3,4,33,48,42,7,3,11,20,32
AC131235.3,2,0,3,7,4,0,2,3,8,3
LINC02266,1,9,0,0,0,0,0,2,0,0
AC009336.1,0,0,0,0,0,0,0,1,0,0
AC004982.1,57,44,29,38,28,28,10,12,5,10
AP000345.2,0,2,4,0,4,0,0,0,0,0
ADIRF-AS1,167,125,586,622,764,286,197,174,562,584
AC007881.3,5,0,27,13,33,16,3,2,12,7
AC005323.2,0,0,0,0,0,0,0,0,0,0
AC069257.4,0,0,0,0,0,27,15,0,0,9
AC135457.1,0,0,0,0,0,0,0,0,0,0
AC107214.2,3,1,0,4,0,0,0,2,3,0
AC004948.1,0,0,0,0,0,0,0,0,0,0
AP005131.7,0,0,0,0,1,0,0,0,0,0
AC063962.1,0,0,0,1,0,0,0,0,0,0
AL592148.3,24,33,54,71,24,8,10,15,21,7
STAG3L5P-PVRIG2P-PILRB,1017,1236,1038,987,3507,886,1322,1564,1623,1915
AL133245.1,1,1,15,4,0,1,3,0,7,0
AC245297.2,6,4,4,4,4,0,0,3,0,1
AC083798.2,1270,1307,514,529,814,1207,950,987,793,671
AC093726.1,0,0,0,8,0,5,0,3,0,0
AC115284.1,0,0,3,0,0,0,0,0,0,0
AC103702.2,0,0,0,0,0,0,7,2,0,0
AL596094.1,7,2,3,3,1,4,4,0,4,1
JMJD1C-AS1,44,33,53,52,98,22,21,11,16,34
AC004854.2,44,42,56,22,27,27,23,21,24,28
AC097532.2,1,12,2,10,0,2,2,0,16,15
AC005696.2,0,0,0,9,0,0,0,0,0,0
AC104109.3,4,18,0,7,4,22,4,11,0,10
AC112219.2,0,0,0,0,0,0,0,0,0,0
AC019131.2,2,2,14,11,7,7,18,8,18,25
AC245060.4,764,876,459,466,636,815,702,592,406,393
AC147067.2,0,0,0,0,0,0,0,0,0,0
AC019193.2,0,0,0,0,0,0,0,0,0,0
AC253536.6,1,7,11,5,9,0,0,0,13,9
AP000864.2,2,0,1,1,0,3,1,2,0,1
AC010976.2,0,0,0,0,0,0,0,0,0,0
AC073389.3,1,0,7,4,4,1,2,1,2,3
AC126283.1,1,0,2,10,3,0,2,0,3,1
AC092954.1,0,0,1,0,0,0,0,0,0,0
AL008721.1,0,0,2,0,0,0,0,0,0,0
AC006238.1,0,1,2,0,0,4,0,0,0,3
AC021851.1,14,12,15,25,4,14,5,6,17,12
AC004080.5,0,0,2,4,0,1,0,0,0,0
KRTAP10-7,0,0,0,0,0,0,0,0,0,0
AC007038.1,13,9,24,29,22,1,3,1,11,2
AC015712.6,3,16,25,74,112,1,18,11,8,9
U91328.3,0,0,0,3,3,0,0,0,2,2
AC004908.2,7,17,39,54,40,7,2,2,30,28
AC093732.2,1,0,0,0,0,0,0,0,0,1
AC098850.4,0,0,0,1,0,0,2,0,3,0
AL359198.1,4,6,1,1,5,2,0,6,2,0
U62317.2,0,0,0,6,120,0,18,0,0,21
AC073610.2,11,25,36,44,51,9,0,14,15,18
AL445423.1,0,0,0,0,0,2,0,0,0,1
AC245100.7,2,1,2,4,5,0,1,0,1,3
AL844908.1,12,12,10,7,39,9,8,13,4,3
AC002470.1,8,2,5,8,3,7,1,2,11,5
AC027644.3,89,100,125,122,74,44,37,47,92,101
AC022296.4,0,0,2,0,0,0,0,0,0,0
AL022238.3,0,0,0,0,0,0,0,0,0,0
AL022328.1,0,1,5,4,5,1,0,0,6,5
OR10AE3P,0,0,0,0,0,0,0,0,0,0
AC011899.3,0,0,0,0,0,0,0,0,0,0
AC092902.2,0,0,0,0,0,0,0,0,1,2
AL139393.3,51,74,36,22,77,44,30,55,33,32
AL391834.1,3,5,23,29,8,7,3,1,6,8
AC211476.4,4,0,11,8,17,2,1,3,6,6
AC074044.1,11,16,25,30,17,8,12,14,26,10
AL135910.1,0,0,5,1,0,0,3,1,4,4
AC084018.1,1,3,7,24,25,0,0,1,3,4
AC096772.2,0,0,0,0,0,0,7,0,33,17
AC069544.1,22,18,55,40,20,5,14,7,30,27
AC004839.2,0,4,2,5,3,1,1,4,2,2
AC104458.1,0,0,0,0,0,0,0,0,0,0
AC112250.2,1,0,0,0,0,0,0,0,0,0
Z93930.3,2,0,5,2,10,1,1,0,1,8
AC012360.2,0,2,1,3,0,2,3,8,1,1
AC106052.1,0,0,12,9,9,4,1,0,2,12
AC135803.1,0,0,2,6,1,1,3,5,0,0
AL591686.2,0,0,0,0,0,0,0,0,0,0
AL135786.2,0,0,0,0,0,0,0,0,1,0
SAP30-DT,19,18,331,347,43,16,14,28,65,53
AL159169.2,11,5,19,33,10,4,6,1,9,5
AP000525.1,0,0,16,4,0,0,0,0,0,10
AL034548.1,0,0,0,0,0,0,0,0,0,0
AL161734.1,0,0,0,0,0,0,0,0,0,0
OR2BH1P,0,0,0,0,0,0,0,0,0,0
AC113189.4,4,8,8,36,24,0,0,8,0,0
AC092574.1,0,0,5,1,0,0,0,0,1,1
DCP1A,1404,1717,1383,1517,1941,1181,1230,1072,1659,1280
CSPG4P5,13,0,38,21,0,5,2,7,11,18
LINC01578,2651,3037,3613,4192,3562,1549,1149,1038,1993,1887
AL133551.1,7,4,7,9,14,1,0,0,2,19
AC004982.2,166,237,159,150,75,48,73,37,103,96
AC009303.3,0,0,0,2,0,0,0,0,0,0
AL355987.3,5,0,8,18,3,0,0,0,8,0
AL109827.1,0,0,0,0,0,0,0,0,0,0
ATP6V1FNB,17,47,70,90,110,85,14,20,35,35
OR10Q2P,0,0,0,0,0,0,0,0,0,0
TBC1D8-AS1,18,4,18,18,9,4,11,20,23,33
AL390726.2,0,0,0,0,0,0,1,0,1,0
AC018648.1,0,0,1,2,1,0,1,1,0,0
AL353708.3,5,10,26,16,48,6,0,9,27,12
AC006033.2,0,0,0,0,0,0,0,0,0,0
AL122035.2,4,14,29,13,49,0,0,4,10,25
AC090425.3,4,2,4,8,5,0,1,0,4,0
AC005696.3,0,1,0,2,2,0,0,0,0,1
AL356608.1,0,0,1,1,0,0,0,0,0,3
AC009237.14,728,619,285,372,303,231,315,345,298,293
AL359532.1,0,1,2,5,5,1,0,2,13,3
AC018635.2,0,0,0,0,1,1,0,0,2,1
AC022400.7,26,29,0,66,9,25,1,48,25,47
AC010186.4,0,0,0,0,0,0,0,5,0,0
AC005070.3,3,6,25,20,17,4,2,3,16,4
hsa-mir-1253,0,0,0,0,0,0,0,0,0,0
AC005832.4,1117,1470,441,484,860,966,1271,1025,955,892
AC107294.1,1,1,1,5,0,0,0,0,0,2
AC092139.1,28,19,71,38,71,22,49,59,81,58
AC107464.3,3,7,28,23,4,0,0,0,11,4
AC099568.2,6,8,16,10,18,5,10,3,12,10
AL391121.1,11,19,109,114,55,25,53,61,111,64
AL390726.3,0,9,2,0,1,0,0,0,0,2
AC096586.1,3,0,0,0,0,0,9,0,0,0
OR6U2P,0,0,0,0,0,0,0,0,0,0
U62317.3,1,4,6,0,0,2,1,0,0,0
AC083862.2,7,19,16,21,32,16,18,5,8,12
AL022324.3,2,1,2,0,0,0,0,0,0,0
AC079834.2,39,41,53,45,75,33,61,60,67,67
AL356299.3,0,0,0,1,1,0,0,3,0,6
AP001412.1,8,5,19,34,22,8,6,2,16,15
AC093799.1,0,1,3,8,0,0,0,0,0,2
AC092171.4,1,4,28,23,22,4,1,1,12,14
AP000553.2,0,2,18,9,7,2,2,3,3,3
AP000322.1,0,0,1,0,0,0,0,0,0,1
OR7A19P,0,0,0,0,0,0,0,0,0,0
AC064836.2,0,0,0,0,1,0,0,0,0,0
AC073352.2,2,0,0,2,0,0,0,0,0,0
RBAK-RBAKDN,0,6,27,14,14,0,2,0,14,16
AC024243.1,1,3,0,3,5,0,0,5,1,0
AC107294.2,10,12,24,62,10,9,7,6,24,20
AL365181.4,0,0,0,2,0,0,0,0,0,0
AP000350.5,0,1,7,7,1,1,0,1,7,3
MYHAS,0,1,8,5,2,5,0,6,36,23
AL008721.2,30,30,56,49,55,39,13,28,37,29
AC093388.1,0,2,1,1,1,2,0,0,1,0
Z94721.2,13,9,33,34,31,11,7,4,6,15
AL355816.1,0,3,0,1,0,0,0,1,0,0
AL117339.4,0,0,6,17,0,0,0,0,1,5
AC007349.4,0,0,0,0,0,0,0,0,0,0
AC009570.1,5,8,9,18,30,11,1,3,20,12
OR5AL1,0,0,0,0,0,0,0,0,0,0
AC022392.1,0,0,0,0,0,0,0,0,0,0
LINC02012,8,11,12,0,4,8,3,2,13,10
AC084036.1,6,7,37,36,10,14,2,2,32,17
AF129408.1,10,9,13,14,4,13,0,6,7,5
AC012360.3,78,88,107,138,195,77,64,56,96,110
AC097505.1,0,0,0,0,1,1,0,0,6,0
AL731533.2,0,3,9,16,14,2,1,0,6,5
AL355388.1,24,6,66,82,25,1,7,4,20,36
ARL2-SNX15,11,0,0,0,12,0,0,0,0,0
AL078644.2,1,6,6,1,5,3,1,3,2,2
AC009229.3,0,0,0,2,0,0,0,0,0,0
AC021205.3,0,0,1,0,0,1,0,3,7,4
AC010864.1,17,24,64,66,16,2,14,7,28,26
AL360270.3,4,6,20,22,17,6,4,4,10,10
AC092681.3,0,0,0,0,0,0,1,0,0,0
AL353600.1,0,0,0,0,0,0,0,0,0,0
AC117490.2,0,0,3,11,1,0,0,0,0,0
AC018645.3,8,9,8,13,0,4,2,1,5,9
AC008124.1,520,536,711,753,798,326,372,371,808,808
AP000240.1,1,1,0,3,6,1,0,0,1,1
FAM106A,3,6,11,5,13,6,0,2,3,1
INTS4P2,3,2,2,0,6,19,9,11,2,0
AC009690.3,0,0,0,0,0,0,0,0,7,0
AL358472.3,3,1,7,6,5,3,2,6,0,0
AL844908.2,0,0,2,1,0,2,0,0,0,2
DGCR9,0,7,52,65,25,0,1,0,8,0
LINC02035,20,10,90,79,148,66,23,40,89,99
AC007684.2,7,6,8,14,21,9,2,0,5,5
AL390726.4,2,9,14,7,3,0,2,2,0,1
AL365203.2,77,41,42,5,73,91,111,97,9,10
ATF4P2,0,1,1,0,2,0,3,0,1,4
AL022334.2,0,0,0,0,0,0,0,0,0,0
C2orf15,290,259,213,144,199,73,110,139,201,212
AC012531.2,0,0,0,0,0,0,0,0,0,0
AL121845.2,18,23,18,44,37,6,11,1,42,60
AC012531.3,0,0,0,0,0,0,0,3,0,0
OR51F4P,0,0,0,0,0,0,0,0,0,0
AC005046.2,2,4,23,18,7,21,3,5,11,12
AL354694.1,0,0,0,0,2,0,0,1,1,0
AL359921.2,0,2,9,4,16,1,4,3,5,0
AC239803.1,0,0,4,0,3,0,0,1,0,0
CDC37L1-DT,15,7,26,25,13,11,10,11,22,18
AL449106.1,3,2,7,7,25,0,6,3,2,4
AC007250.1,0,0,0,0,1,3,1,0,2,0
AC017083.1,5,13,24,30,19,3,0,5,18,22
AL355987.4,62,57,343,302,283,44,26,45,217,298
Z99755.2,0,0,0,0,0,0,0,0,0,0
AC211433.2,0,0,0,0,0,0,0,0,1,0
AC073869.3,1,0,0,1,0,0,0,2,0,0
AL021707.7,2,3,1,4,5,0,3,1,3,0
AC110609.1,0,0,0,0,1,0,0,0,1,0
GRIN2B,0,1,0,14,11,0,0,0,0,1
AC009309.2,18,17,20,15,7,9,4,7,8,12
Z73429.1,0,0,0,0,2,0,0,0,0,0
AC092171.5,17,11,37,68,60,25,16,16,50,47
OR52E1,0,0,0,0,0,0,0,0,0,0
AL713999.1,0,0,0,0,0,6,0,0,0,0
AC007378.1,1,0,3,2,2,0,0,3,0,0
AP000255.1,0,0,0,0,1,1,0,0,0,0
AC097065.2,0,0,6,0,0,0,0,0,0,0
AL021707.8,0,0,5,10,8,5,3,0,1,0
AC005303.1,0,0,0,0,0,0,0,0,0,0
AL596442.2,0,0,0,0,0,0,0,0,0,0
AP000569.1,0,0,0,0,0,1,0,0,3,0
AP000322.2,0,0,1,0,0,0,0,0,0,0
AC019129.2,0,0,0,0,0,0,0,0,0,0
AL512598.1,5,2,3,2,6,3,0,3,2,1
AL121929.3,0,0,1,0,1,0,2,0,1,1
AL162591.2,0,0,0,0,0,0,0,0,0,0
LYPD4,0,0,0,0,0,0,0,0,0,0
AL590385.2,0,0,0,0,0,0,0,0,0,0
AC133528.1,3,2,12,15,5,0,2,0,14,4
AP001596.2,0,0,0,0,0,0,0,0,0,0
AC144652.1,34,34,58,54,27,22,46,43,37,54
AC093865.1,0,0,4,2,5,0,0,0,3,0
AP005229.2,0,0,0,0,0,0,0,0,0,0
AC020634.2,0,0,0,0,0,0,0,0,0,0
AL365434.2,0,0,0,0,0,0,0,0,0,0
LINC01990,0,0,0,7,0,3,0,0,3,0
PACERR,1,1,17,22,10,8,1,1,3,6
AL355312.4,166,206,184,176,310,129,225,199,46,53
AC116651.1,6,0,0,3,5,4,1,2,0,0
NBPF26,172,257,456,443,611,195,114,176,257,237
AL022328.2,4,3,19,3,13,1,4,1,0,4
AC005021.1,0,0,0,4,8,0,0,0,6,7
AC007663.3,1,2,3,5,0,0,0,2,1,1
AP001269.4,4,6,6,4,7,5,1,2,3,0
LINC02604,13,37,126,156,109,18,25,22,52,57
AL355512.1,2,10,10,3,29,12,11,1,9,7
BX537318.1,28,38,71,74,44,27,25,18,74,39
LINC00653,12,50,118,132,222,14,12,13,74,82
AL138963.4,0,0,0,2,0,0,0,0,0,0
AC073957.3,3,22,84,105,102,43,8,16,36,60
AC067747.1,0,3,0,0,0,0,0,0,0,0
AL121845.3,129,152,218,152,353,169,86,140,150,257
AC092587.1,6,12,7,0,13,0,30,4,7,0
AC124016.3,16,19,41,106,54,23,10,6,63,41
AL359962.2,0,0,0,2,0,0,0,0,0,3
AL133215.2,15,8,23,5,26,7,2,11,7,10
DGCR10,0,0,2,0,0,0,0,0,0,0
AL121652.1,0,0,0,0,0,1,0,0,2,0
AL359736.1,24,0,38,0,0,25,0,0,19,72
AC002094.3,0,0,0,0,0,0,0,0,0,0
LINC02091,0,0,0,0,0,0,0,0,0,0
SNURF,157,175,72,26,79,37,109,32,47,127
AC108673.2,0,0,1,2,4,0,3,3,0,0
BX323046.1,3,2,2,0,1,1,0,0,1,0
AL008635.1,1,0,4,9,3,0,4,0,0,1
AC092954.2,0,0,0,0,0,0,0,0,0,0
AC092535.5,11,11,111,93,28,44,13,20,33,48
AC019193.3,0,0,0,0,0,0,0,0,0,0
AC131235.4,0,4,1,7,3,1,3,2,3,7
AC093726.2,0,3,5,15,2,0,0,1,2,0
AC010655.4,328,207,150,217,318,162,201,182,188,193
AL359091.4,11,8,1,2,3,6,11,15,0,2
AL022328.3,3,11,4,15,13,2,5,1,1,2
AC010619.3,5,0,4,0,0,2,0,0,4,5
AL671710.1,81,79,52,76,119,45,64,73,30,41
AC062037.3,1,0,0,0,0,0,0,0,0,0
AL096803.4,0,0,0,3,0,0,0,0,1,0
AP000692.2,4,2,8,2,9,9,5,8,10,13
AC006946.2,1,0,1,2,0,0,0,0,0,3
AC104506.1,6,13,14,10,8,14,3,8,5,3
AC069148.1,0,0,7,24,3,0,0,0,0,3
AP001437.1,2,4,3,6,6,2,2,4,0,2
AC137630.4,0,0,0,0,0,0,0,0,0,0
AC000068.2,0,1,0,6,2,2,2,0,4,3
H3-2,92,110,58,95,87,40,14,14,26,49
AL031587.4,0,0,0,0,0,0,0,0,0,0
AC002059.1,1,1,3,0,0,2,0,0,0,1
AC008695.1,147,377,158,241,264,249,67,162,230,246
AC005776.2,4,5,23,18,6,4,1,1,7,12
AC091736.1,0,0,0,2,0,0,0,0,0,1
AL355816.2,0,0,0,0,0,0,0,0,0,0
FAM25BP,0,3,7,0,0,8,0,2,0,3
AL391834.2,7,10,30,30,9,9,5,13,20,14
OR5BQ1P,0,0,0,0,0,0,0,0,0,0
AC102953.2,0,2,5,9,5,1,1,3,4,1
AC090912.3,0,0,0,0,4,0,0,0,0,0
AC097724.1,0,0,0,0,0,1,0,0,0,0
OR2A13P,0,1,0,0,0,0,0,0,0,1
TMEM271,0,0,0,0,0,0,0,0,1,0
AC013468.1,1,0,9,4,1,0,0,0,0,3
Z82243.1,1,0,6,8,12,2,2,0,16,10
AC005301.1,0,2,0,0,0,0,0,0,0,0
AC092653.1,0,0,0,2,0,4,0,0,1,0
AC097376.3,97,149,619,529,341,32,55,57,256,262
AC010997.5,0,2,8,8,6,0,0,3,2,4
BX649632.1,5,3,18,4,1,9,3,3,15,16
OR7E39P,0,2,0,0,0,3,2,0,0,1
AL022328.4,14,13,68,48,41,13,9,4,32,25
AF129075.3,4,1,12,2,0,0,2,0,3,3
OR5BP1P,0,0,0,0,0,0,0,0,0,0
AC069200.3,4,15,14,14,18,5,7,1,4,5
AC016737.2,0,0,4,0,1,0,0,0,0,0
AL049839.2,6,6,14,8,12,18,26,6,0,14
AC092953.2,5,5,8,8,11,2,0,1,11,7
AL121928.1,0,0,0,5,4,0,0,0,3,0
AL360219.2,0,1,0,1,0,0,0,0,0,0
CNNM3-DT,3,5,0,3,2,1,0,1,1,3
AC097381.3,3,5,0,0,1,1,0,0,3,0
AC073283.3,0,0,0,0,0,0,0,0,0,0
AC090114.2,148,108,130,142,264,88,86,72,88,145
AP000254.2,8,8,27,38,17,10,1,8,23,20
U62317.4,12,24,31,63,18,15,7,6,6,0
ZBTB8B,0,0,1,5,9,0,2,0,5,4
AC017083.2,77,114,48,55,35,65,34,4,26,43
AP001033.4,0,2,30,25,16,0,2,0,4,4
AL008718.2,0,0,1,3,0,0,0,0,0,0
AL121672.3,0,2,1,3,1,0,0,0,0,0
AC092042.3,0,1,13,9,12,1,0,4,0,3
AC093458.1,1,0,0,0,0,0,0,0,0,0
C1QTNF3-AMACR,0,21,40,36,44,44,10,7,55,55
AP000350.6,0,0,17,16,1,0,0,0,0,12
AC009275.1,7,8,9,2,4,17,7,37,18,2
AC006153.1,0,0,2,0,0,0,0,0,0,0
AC000068.3,0,0,0,0,0,0,0,1,0,5
AC016717.2,29,28,0,0,8,2,0,0,0,0
AC016747.3,0,1,15,10,3,1,0,0,5,4
AC009237.15,0,6,8,2,6,0,1,2,1,0
AC018690.1,2,2,5,6,13,4,0,1,3,5
AC024560.3,0,0,1,1,2,0,0,0,0,0
DGCR11,274,310,122,103,279,342,163,233,74,78
AL121749.1,0,0,6,12,3,14,0,0,0,7
RBAKDN,4,4,0,0,2,0,0,0,0,0
AC005229.4,45,102,91,51,39,50,87,73,89,89
AC058791.1,27,52,124,99,122,39,35,33,39,44
AC007032.1,0,0,6,0,6,14,12,7,15,23
AC023983.2,1,0,1,6,2,1,0,0,2,5
AL008723.2,0,0,0,0,0,0,0,0,0,0
OR6L2P,0,0,0,0,0,0,0,0,0,0
AC099329.2,5,12,21,83,19,22,29,11,3,8
AC078846.1,40,50,134,152,110,32,19,16,106,153
CYP4F36P,0,0,0,0,0,0,0,0,0,0
TM4SF19-TCTEX1D2,0,1,7,0,0,67,0,15,0,0
AL662884.1,0,0,0,0,0,0,0,0,0,0
AP005432.2,0,1,2,8,2,8,5,0,0,2
OR7M1P,1,0,4,1,0,0,0,0,3,0
AC103591.3,3,3,8,5,2,9,1,1,10,0
MICE,13,12,33,38,93,6,3,3,20,4
AC004921.1,0,0,0,1,2,0,0,0,0,0
AP000553.3,0,0,0,0,0,0,0,0,0,0
AC007663.4,10,11,11,34,24,6,7,10,13,8
PAXIP1-AS1,232,265,834,1035,567,169,86,109,565,589
AC104109.4,36,44,80,77,177,54,14,19,42,63
AC027449.1,0,0,1,1,4,0,0,2,1,1
AC004832.5,16,6,43,36,12,5,10,14,4,9
AL008718.3,1,4,0,1,5,0,2,2,0,0
AP000894.4,25,9,39,22,14,6,3,8,27,12
LINC02019,9,10,74,69,28,3,0,2,5,21
AC022017.1,0,0,0,0,0,0,0,0,0,0
AC021016.3,2,7,0,15,11,9,0,0,0,0
AP000547.2,0,1,3,1,0,0,0,0,2,0
AL353801.3,6,6,18,11,20,2,1,7,4,6
AL451074.6,0,0,3,4,0,0,0,1,0,2
AL355472.3,2,1,4,12,5,0,0,2,6,3
AC006566.1,0,4,4,4,1,4,2,2,0,0
AC096586.2,3,2,5,2,8,6,0,0,4,2
AC108747.1,0,0,0,0,0,0,0,0,0,0
SFTPD-AS1,2,0,9,0,0,0,0,0,0,0
AL355488.1,11,20,64,95,10,4,0,10,29,39
AC069222.1,0,0,4,4,0,0,0,0,0,0
AC055764.2,0,2,6,0,8,1,2,1,2,0
OR2Q1P,0,0,0,0,0,0,0,0,0,0
AL158071.5,0,2,11,2,6,4,0,0,12,10
AL356488.3,79,42,66,66,92,93,30,30,47,29
AL137796.1,1,0,0,0,2,2,3,0,1,3
AC005005.3,4,13,21,10,9,13,28,12,14,17
AC005291.2,0,0,0,0,0,0,0,0,0,0
AC083880.1,15,17,16,9,12,9,6,9,7,9
AC128687.2,1,0,2,1,2,3,0,0,1,0
LINC01396,0,0,0,0,0,0,0,0,0,0
AC017083.3,90,171,50,96,105,126,129,132,82,147
AL159169.3,2,0,21,6,2,1,3,0,6,0
AC004908.3,1,6,9,7,6,2,0,0,1,8
AC107294.3,0,0,1,2,0,0,0,0,1,1
AC245008.1,0,0,0,0,0,0,0,0,0,0
AC069294.1,0,0,0,1,0,0,0,0,0,0
OR5B15P,0,0,0,0,0,0,0,0,0,0
LINC02712,0,1,0,0,0,0,0,0,0,0
AL136982.7,0,0,0,0,0,0,0,0,0,0
LINC02725,0,0,0,0,1,2,121,141,0,0
AL732292.2,3,1,2,0,4,2,1,1,0,0
AC004877.1,0,0,6,0,6,0,0,0,0,0
AC008738.7,0,0,0,0,0,0,0,0,0,0
OR13I1P,0,0,0,0,0,0,0,0,0,0
AL008582.1,1,0,12,9,3,0,0,0,2,0
AC004832.6,2,0,4,5,2,7,0,0,1,6
AC004951.4,28,48,140,132,150,35,24,61,234,262
AC004080.6,0,0,0,0,2,0,0,2,0,0
OR8S21P,0,0,0,0,0,0,0,0,0,0
AC108673.3,1,7,21,21,11,11,0,2,12,7
AC006946.3,0,0,0,0,0,0,0,0,0,0
AL645608.8,2,1,2,3,3,1,3,1,0,1
AC006023.3,0,0,0,0,0,0,0,0,1,0
AC133644.2,4,2,0,0,9,1,2,1,0,0
AC004067.1,4,2,7,3,1,0,0,1,0,3
AC006480.3,0,3,11,8,11,2,2,3,10,8
AC093788.1,2,5,4,2,9,1,0,0,4,6
AL139124.1,0,2,6,0,0,3,0,0,1,3
AL031666.3,5,6,72,81,36,3,0,4,34,61
AC112503.2,0,0,2,0,0,0,0,1,0,0
AC072039.2,0,0,0,0,0,0,0,0,1,0
AC064836.3,11,7,35,34,20,7,11,14,24,30
AC105265.2,0,0,0,0,0,0,0,0,0,0
AP000238.1,0,0,2,3,1,0,0,0,1,1
AC012510.1,6,0,1,0,0,0,1,2,2,0
AC112229.4,6,9,1,8,6,3,61,27,6,0
AC096733.3,18,27,61,32,78,15,19,31,46,58
BX649601.1,3,0,20,10,1,0,1,0,0,0
AL157392.4,3,2,2,1,4,0,0,0,0,2
AL133215.3,0,0,0,0,0,0,0,0,0,0
AL391069.3,1,0,0,1,0,0,0,0,0,4
AL354760.1,0,0,0,3,0,0,0,0,2,7
OR6R2P,0,0,0,0,0,0,0,0,0,0
AL139339.2,3,0,6,1,0,16,2,0,0,3
AC096992.2,21,11,58,22,18,7,6,7,37,34
AC104836.1,0,0,8,0,0,1,0,2,0,0
AC008264.2,4,0,12,0,0,0,6,2,4,0
AP000229.1,11,8,9,17,6,1,7,2,41,11
AC098479.1,0,0,1,0,0,0,0,0,1,0
AL359198.2,0,0,0,0,0,0,0,0,0,0
