X	Control_49604	Control_49605	Control_49606	Control_49607	Control_49608
KMT2B	41.8	94.9	18.7	37.1	49.8
FAM8A1	365.2	218.3	202.4	259.3	238.4
TP53I11	14.2	22.4	25.8	29.7	9.2
POLD1	60.4	19.8	13.7	25	9.1
RBP1	160.7	13.6	78.7	163.2	40.5
IGFBP5	14.3	65.2	42.8	9.7	25
IGFBP5	27.7	39.9	48.1	130.7	79.2
IGFBP5	45.4	12.6	62	91.1	53.8
ASF1A	138.9	115.7	91.7	12	92.9
ASF1A	66.8	41.9	98.6	85.6	95.6
SUCO	250.1	114.5	120.6	135.3	87.3
HEBP2	510.7	255	162.6	261.7	538.5
ARHGAP32	59.8	54.7	15.1	75.5	98.5
TMPO	109.4	77.2	71.4	132.6	67.4
ST20-MTHFS	151.6	128	118.2	209.5	212.4
MME	65.9	17.2	14	55.2	35.2
MME	81.8	143.5	22.1	41.2	162.2
RPP30	208.5	190.8	177.1	241.5	273.6
TMEM11	82.1	71.3	75.2	88.1	64
STC2	18.7	21.5	12	15.6	13.9
STC2	64.3	16.1	72	149.1	68.1
CDH2	12.5	88.7	14.9	61.5	10.8
CDH2	36	106.9	102.4	76	107.7
EML3	16.4	26.7	42.5	145.2	33.5
EML3	61	12.3	11.5	14.6	20.3
MTA2	4.7	11	5.6	17.4	15.1
CTDSP2	346.3	354.7	404.8	309.7	513
OCRL	143.4	126.3	111.3	141.1	133
PSMD5	72	45	95.8	127.8	49.8
TERF1	124.7	6.4	118.3	19.9	104.2
TERF1	99.8	83	66.7	82.7	27.4
CBY1	138.9	177	155.9	96	119.7
LDB1	60.1	58.4	28	36.5	81.2
B3GAT3	9.1	15.5	6.3	27	15.7
SCNN1A	13.9	18	8.4	9.8	4.7
ATOX1	49.7	145.1	177	31.2	121.4
SAT1	2017.6	1226.9	2608.8	1786.8	1464
PRAF2	13.5	36.1	15.2	7.3	15.8
STX7	68.7	121.9	86.5	88	73.5
SPR	124.7	164.2	83	207.9	74.7
VPS16	159	49	161.2	111.2	76.5
PSEN1	141.7	152.6	146.2	152	148.3
CHD2	56.1	64	65.1	90.2	162.3
EIF3B	83.9	164.9	175.8	130.8	84.8
EPN2-IT1	5	5.2	3.1	6.6	5.3
EPN2-IT1	43	47.8	57.3	41.8	31.5
MRPL19	130.7	54.5	38.5	44.5	42.6
MPV17	20.1	9	13.7	23.2	12.3
PMM1	97.5	48.3	5.6	22.9	53
CDK10	12.8	84.6	9.9	29.9	7.4
CDK10	8.5	11.3	7.6	10.4	8.9
PLEK	26.3	23.7	16.7	87.9	22.7
PLEK	158.6	217	238.3	346	73.5
SLCO2B1	9.6	36.3	52.9	9.8	32
SLCO2B1	98.6	249.7	233.8	182	149.8
IQGAP2	135.8	245.4	191.2	192.9	167.9
CYP19A1	126.4	122.7	118.5	171.1	170.4
TPBG	318.8	210.1	256.3	197.3	253.9
COL15A1	515.8	529	361.5	215.3	268.3
NDUFC1	337.2	92.6	45.3	18.3	14.5
OTUD4	31.7	16.2	10.8	28.6	44.5
OTUD4	374.4	203.6	120.3	159.1	129.9
SLF2	21.2	50.9	64.6	29.6	62.4
SLF2	88.8	88	103	71.3	106.4
SEMA4G	9.7	13.8	8.3	10	13.4
SEC61G	331.5	271.2	403.8	247.7	259.5
RTN1	148.5	6.3	56.6	11.3	37
ARMC8	103.7	89.9	119.1	104.6	113.3
ARMC8	106.3	122.1	102.9	86.4	86.9
ADGRL1	46.3	80.1	100.7	96	182.4
SIVA1	28.3	48.4	31.1	98.7	69
ELF4	10.8	28.9	7.8	16.3	107.5
CEP57	2.3	29.7	10.8	6.3	8.1
CEP57	52.6	133.8	105.8	72.7	142.3
CEP57	98.8	53.4	50.5	3.8	6
CEP57	253.5	234.4	131.4	35.1	125.7
LRRC14	18.7	9.9	12.9	6.3	6.6
MED1	3.9	6.8	3.6	6.7	6.9
MED1	65.4	6.1	32.9	65.3	36.8
RCAN2	122.1	121.2	93.2	125.9	141.6
EPHA2	69	22.9	74.5	177.6	97.2
GCDH	73.4	13.6	39.8	26.4	79
CPQ	68.1	86.1	91.4	41.1	79.9
BPGM	61.6	81.8	67.8	61.6	39.8
PEX14	7.9	5.4	6.8	9.5	6.6
ABCA1	156.8	183.1	188.5	150.7	284.1
ABCA1	288.3	137.7	208.4	172.7	385.5
MED12	75.8	23.2	72.6	19	20.6
LOC101928634	81	66.2	29.3	23.6	46.5
TNFRSF1B	148.2	170.7	226.3	188.3	111.8
SORL1	62.8	349.2	372.1	379.1	306.4
MET	874.9	19.8	33.8	78.1	226.1
TRAPPC3	40.4	108.4	138.6	118.5	107.4
TRAPPC3	187.9	148	113.2	202.2	191.8
SPG11	522.6	221.2	244.2	251.6	208.1
MAP3K3	37.3	47.4	18.8	34.9	163.2
PMVK	69.4	114.9	113.5	237.5	164.3
SNTA1	96.7	135	144.2	168.9	158.4
MTX2	188	116.9	113.4	135.6	107.1
LYST	154.6	102.5	123.4	142.1	189.5
UPF2	283.3	249.2	219.7	188.3	203.8
ZNF318	9.1	13.3	19.2	8.4	16.6
ZNF318	95.4	97.6	65.5	38.9	37.3
CCS	4.4	9.3	7.3	11.7	7.4
LSP1	55.2	55.8	50.6	33.3	26.2
MPST	50.6	26.4	52.8	117.8	107.6
APC	92.8	83.2	95.7	73	42.3
APC	35.3	70.8	96.9	55.1	35.6
APC	3.2	23.7	5.7	16.9	13.2
SEMA4D	91.3	68.2	62.1	7.9	75.7
PPP6C	375.7	351.7	225.3	205.7	287.3
STX4	8.3	81.2	173.7	32.1	30.8
CUL5	426.2	207.8	114.8	128.5	144.7
CUL5	12.9	10.2	15.1	13.5	13.4
CUL5	7.1	7.2	6	11.4	44.6
LSM1	327.2	243.1	164.4	184.7	191.6
S100A9	98.7	211.7	785.4	580.4	189.5
CIAO1	17.3	7.4	31	11.2	11.6
PRPSAP2	149	188.8	95	89.2	89.6
CAMLG	235.3	127.3	139.3	123.9	135.9
GFAP	5.4	6.3	4.2	5.2	5.8
GFAP	11.7	7.5	15.3	9.2	10.5
KLF9	51.2	68.7	48.1	43.9	25.6
KLF9	39.8	30.8	82.8	86.2	127.5
KLF9	278.4	36.7	123.1	118.2	84.7
STAM	178.5	83.4	84.9	106.3	43.7
ALG8	174.4	181.2	113.4	120	174.3
IPO13	206.1	192.8	167.5	267.9	222.2
CD4	14.1	13.9	15.1	92.3	31.1
LPL	75.2	903.8	144.7	689.2	2699.6
LPL	2042.5	1626.5	343.9	1122.1	2997.9
FAM189B	25.9	85.3	73.2	44.7	50.6
COX11	130.4	62.2	41.8	87.9	87.2
MAP4K5	104.2	18.7	86.1	7.8	47
MAP4K5	42	74.7	87.9	78.1	73.2
PTTG1	178.5	290	220.2	369.5	137.3
PTPN18	136.4	180.1	178.8	199.4	283.6
ZHX2	162.1	61.4	39.4	17	60.3
PCBD1	11.9	13.5	13.8	60.1	7.9
CUL7	9	5.2	5.9	27.8	7.9
AOC1	45	43.6	58.9	66.9	44.2
GGH	85.4	73.4	64.4	134.9	30.4
FCGR2A	142.9	152.3	355.3	245.3	197
FEZ1	41	134.2	116.2	90.5	90.4
AFAP1	42.5	19.9	23.1	49	10.4
FANCG	17.5	13.2	26.8	22.9	15.8
MNAT1	17.2	15.7	33.1	10.7	71.7
AGL	325.2	127.2	84.2	82.5	122.9
TRIM38	86.1	71.2	95.7	22.9	185.2
TRIM38	81.4	59.5	139.8	39.4	107.1
OFD1	847.5	485.9	225.6	289	214.9
LOXL1	18.5	128.2	83.2	12.6	9.5
ADIRF	847.2	1195.2	302.9	886.2	3520.4
TAF6	116.2	145.9	123.6	168.7	200.8
RABGGTA	16.8	25	62.2	68	62.2
NFIL3	534.6	154.3	884.4	690.9	275.3
CSNK2A2	87.6	49.9	56	86.7	128.2
BCAT2	12	81	6.7	56.7	119.9
GTF2H4	18	19.1	5	30.9	65.4
SLC7A6	81.8	15.5	21.5	113.6	13.8
SLC7A6	58.3	143.9	85.8	142.8	153
SLC7A6	291.5	291.7	196.6	239.1	279
SPHAR	143.8	98.2	82.7	95.5	79
SPHAR	34.8	71.5	49.5	70.7	98.3
UNC50	184.3	37.1	60.8	71.3	67.9
EMC2	357	225.1	228.5	149	348.6
ZNF185	138.5	28.9	29.7	74.5	63.9
ARL4D	93.3	179.5	120.1	196.8	153.3
ARL4D	59	10.4	77.8	57.7	4.6
TFDP2	81.7	50.7	119.3	132.5	18.8
TFDP2	38.1	53.5	57.9	66.1	37.7
DYNC1LI2	6.9	13.8	13.2	10.4	34.1
CSF3R	15	53.3	13.4	98.2	55.2
FSTL3	13.4	82.4	131.3	99.8	102.7
CD2AP	172.8	85.7	94	103.6	80.5
RTCA	56.1	104.1	85.4	34.1	13.7
IFIT5	78.7	83.3	79.5	25.8	97.1
IFIT5	135.5	114.3	79.6	31.5	53.2
WBP4	5.2	8	14.7	7	120.5
WBP4	58.4	68.7	62.7	3.6	64.4
WBP4	178.5	159.7	134	138.5	189
FAM193A	99	145.5	62.9	160.8	188.6
ZBTB17	9.8	4.8	5.4	6.7	10.5
ZBTB17	50.4	90.7	91.4	127	60.1
ZEB2	100.6	72.7	99.2	53.7	82
ZNF516	61.5	15.8	13.7	68.1	56.1
SRP54	155	132.3	151	155.1	62.6
NDUFS6	455.2	368.4	352	310.5	394.7
INPP5F	164.8	86	104.4	113.3	115.1
ALDH5A1	90.4	13.7	11.2	9.9	15.1
ALDH5A1	29	4.6	10	18.9	8.3
TRIM38	47.9	82.5	77.4	124.2	133.6
TERF2	85.7	152.4	155.2	180.1	133.5
BYSL	15.9	19.3	17.2	50.6	20
NDUFB6	444.7	140.7	151.4	131.5	157.2
ALG11	284.5	188.5	146.1	141.8	193.2
SULT1A1	162.8	167	135.5	200.2	259.1
POLB	193.8	108.1	154.1	165	87.5
ELK1	112.7	189.2	94.7	49.5	112.4
FAIM2	36.8	42.9	46.7	124.9	66.3
FAIM2	8	12.3	28.7	13.8	6.5
FCHSD2	68.7	95.1	78.1	55.8	39.4
NDUFB5	507.4	329.7	244.8	311.4	618.2
PNO1	86.6	97.7	82.4	122.5	135.6
PLXNA3	27	124.8	18.6	114.3	54.4
AKAP17A	498	200	170.4	204.6	24.5
SKP2	195.3	118.8	101.9	115.3	151.4
SKP2	24.4	77.6	21	28.6	57
IGF1R	62.1	96.9	32.5	111	71.3
IGF1R	4.7	5	44	26.6	13.9
COG5	88.1	81.7	74.2	47.2	98.6
COG5	107.1	39.4	160.2	156.4	127.4
GPRC5B	15	84.1	22.6	18	20.4
GPRC5B	91.2	168.5	63.9	58.9	125.7
CPT1A	334.2	312.2	506.4	327.8	334.2
CPT1A	12.9	60.9	39.4	3.6	76.6
DSCR3	26.5	11.4	6.2	26.3	19.3
MID1	131	119.1	132.3	157.6	154.9
MID1	8.4	43.5	30.3	5.5	7.6
FGFR2	23.5	19.9	11.3	12.1	24.8
FGFR2	8.2	10.2	10.2	15.5	7.3
MBNL2	353	463.2	464.1	195.2	444.5
COBLL1	44.9	85.8	110.6	157.2	211.4
COBLL1	251.7	353.6	98.5	105.1	188.1
ERF	17.7	13.6	15.2	89.5	56.3
MON1B	10.5	16.3	32.1	26.6	8.4
CD163	443.6	479.4	1605.1	408.2	420.9
FDX1	92.9	25.6	31.9	59.8	89.2
FDX1	108.8	94.7	148.5	107.1	110.8
TATDN2	130	306.3	102.1	285.1	90.6
PLA2G2A	117.3	1249.2	982.6	472.4	186.2
PROCR	990.9	95.5	124.7	108.2	111.7
ZFYVE16	179.4	88.3	116.5	97.3	126.5
MAP3K11	176.6	245.8	249.7	261.5	236.1
COIL	5.3	4.4	7.2	6.7	12.2
COIL	77.4	50.1	27.7	8.4	24.4
XRCC1	49.3	25.4	44.3	101.3	73.3
FIG4	139.3	193.6	118.5	173.6	58.7
CTSF	92.5	100.2	83.7	159.2	126.4
SLC25A20	279.6	460.1	236.8	362.1	380.5
TRIM13	160.4	212.1	110.9	134.3	204.6
PCNT	93.5	97.1	72.7	176.7	126.1
TMOD1	95.4	59.5	47.7	130.2	103.3
TMOD1	82.6	98.9	108.2	165.3	40.4
COX5A	486.2	136.7	134.2	20	164.8
POLR2D	94.5	101	61.7	113.6	99.1
HMOX1	67.6	306.7	150.4	231.9	157.2
CXCL12	282.6	707.3	650.2	418.9	238.6
TBCA	803.6	362.1	376.5	221.9	205.1
MAN2C1	66	147.8	129.4	147.4	173.6
DGAT1	18.7	64.1	13	4.6	51.6
ARPC4-TTLL3	8.4	88.2	62.7	11.9	114.4
TPMT	73.3	86	146.1	109.1	140.9
TPMT	287	387.4	427.7	446.5	304.2
TG	44.5	73.4	18.5	56.7	102.1
HELZ	54.2	116.6	84	75.8	97
NUCB2	362	295.1	322.6	162.9	259
GNS	7.5	22.9	15.6	34.1	90.5
TARBP2	99.3	132.3	115.7	154.7	127.5
FAN1	172.9	87.5	106.9	105.6	131.9
TMED1	52	19.1	13.6	29.1	11.9
PRKAR2B	744.7	599.7	55.8	305	1414.4
IVD	4	5.3	5.7	8.5	5.3
IVD	37.3	105.4	51.2	39.3	95.4
VEGFB	54	92.2	15.4	33.4	125.7
BCL2	10	21.7	9.1	69.1	18.5
BCL2	317.5	145.1	102.8	174.1	289.8
MPG	36	34.3	45.3	20.2	41.8
CX3CL1	18	21.5	25.1	36.7	142.7
PKD2	383.5	129.9	76.2	48.3	195.9
FMR1	211.7	58.7	185	100.2	150.5
TUBGCP3	89.1	45.7	46.2	7	12.8
PI3	40.5	27.4	9.4	48.6	29.4
E2F3	10	89.3	69.9	29.2	106.6
E2F3	38.2	39.7	44.8	8	7.2
DHX16	106.2	125.1	113.2	162.3	156.7
DFNA5	422.7	73.6	115.2	122.2	179.9
RFC2	26.2	25	62.8	99.6	69.8
FRZB	100.8	125.6	78.5	140	71.5
FRZB	35.5	7.6	25	66.4	14.6
DIO2	27.7	56.8	22.5	81	37.8
DIO2	69.5	125.3	71.6	161.3	113.7
TRMT1	6	59	4.7	9.9	6.9
TTLL4	6.2	8.6	8.8	11.9	12
TTLL4	84.7	115.2	142.5	121.8	116.8
RREB1	442.5	237	284	201.9	215.6
FZD7	128.8	72.1	107.6	131.4	108.3
FZD7	242.6	106.1	138	56.9	136.4
LINC00921	158.6	134.8	105	111.3	139
PDE4B	113.5	12.8	300.6	116	61.2
PHKG2	13.4	7	15.9	16.7	7
ITPR1	75.6	61.9	59.8	24.6	67.3
HIBCH	110.8	122.2	73.8	63.4	162.5
PUM3	292.5	160.4	139.1	205.4	142.4
LLGL2	39.2	71.2	38.3	39.4	44.6
TBCE	127.6	114.8	123.7	133.7	154.6
TBCE	15.9	4.8	3.4	8	3.2
DPP4	7.9	8.2	7	7.8	8.7
DPP4	281.5	85.6	38.6	60.3	87.2
PNPLA6	15.4	49.2	53	92.4	66.7
ERCC1	130.7	159.8	92.2	119	94.5
ERCC1	15.3	10.6	10.8	10.1	11.5
UTP18	339.9	243.4	178.7	210.1	162.8
ALDH4A1	33.5	22.9	11.8	42.1	77
ITPKB	20.8	54.4	6.9	70.3	7.2
RUFY3	73.1	9.2	28.8	59.7	39.7
GADD45A	256.2	84	334	160.9	111.1
LAMA3	73.9	23.4	23.3	24.1	18.8
SKIV2L	153.9	166	147.3	177.1	248
BAK1	13.8	21.3	28.3	87.1	17.6
EMP3	10.8	146	312.9	113	72.8
ZKSCAN5	48.5	53.4	42.2	76.5	88.3
ZKSCAN5	79.5	99.7	77.8	66	16.4
TRIP4	288.9	215.9	137.8	143.3	154
DEXI	29.6	107.8	39.3	23	23.5
FOXJ2	130.4	176.8	159.8	153.9	120.4
PPFIBP1	607	351.3	477.9	283.3	300.7
PPFIBP1	45.6	20.8	41.7	23.4	1.6
PPRC1	8	104.3	23.6	66.9	69.9
C5orf22	163	125.1	126.4	138.8	169.2
ZNF217	163.7	85.8	103.3	113.2	157.5
MPHOSPH6	223.5	265.8	185.4	141.1	261.6
ADCY7	236.4	92.8	78.3	17.1	42.5
LOC732360	31.6	41.1	38	102.1	4.4
TDG	300.2	143.3	176.6	183.2	90.5
HMGB3	127.9	160	113.1	64	117.7
HCCS	90.5	81.6	80.3	125.5	11.4
HCCS	106.6	131.4	191.5	129.3	158.6
AQP3	44.6	64.9	46.5	9.5	45.5
RBMS1	11.8	189.3	389.2	276.6	389.2
RARA	54.3	40.2	94.7	104.7	62.2
RARA	13.5	9.8	15.1	11.1	16.8
JUND	1.1	8.3	5.7	7.6	6.3
JUND	1149.8	282.7	696.6	665.5	405.5
TCF4	40.9	96.5	97.5	176.3	112.8
BRF1	12.3	33.9	51.2	93.3	13.9
BUB1B	59.5	46.9	15.6	64.2	25.4
ARHGEF17	12.7	50.8	20.6	22.6	31.7
CEACAM6	10.3	99	30.2	93	57.1
CTSO	134.4	160.8	253.1	234.1	219.2
ST3GAL4	13.3	30.7	72.2	167.3	110.3
SLA	22.3	74.4	164.4	120.5	89.2
SLA	318.2	290.6	311.6	277.8	151.2
DYNC2LI1	106.1	17.6	52.9	71.3	79.8
DYNC2LI1	340.1	112.5	91.9	61.4	101.6
DLGAP5	35.9	28.6	30.6	9	59.9
GCA	297.6	104.8	168.9	166.2	110.2
LMOD1	73.1	43.5	142	60.6	25.9
STS	102.4	113.4	108.5	51.1	142.1
STS	74	67.6	71.1	94.4	118.8
STS	88.4	102	93.5	124.4	154.2
STS	3.2	3.4	3.7	5	4.8
BLVRA	8.4	19.5	59.6	8.8	73.3
BLVRA	3.5	83.9	26.9	6.9	11.5
BLVRA	289	241.6	252.9	166.2	222.6
MTR	250.6	62.8	115.5	109.3	128
SLC25A13	94.8	75.9	61.4	73.3	9.3
GPKOW	20.6	59.1	90.1	84.4	25.7
RPS6KB2	57.6	10	21.3	87	52
MANBA	161.7	207	241.7	134.4	216.6
MPZL2	5.4	4.1	5.2	9.7	14.1
MPZL2	72	49.1	139.7	60.6	122.1
MRPL33	727.4	278	211.7	375.8	318.2
POLRMT	55.8	18.1	20.9	19	19.1
POLRMT	19.6	67.6	100	139	43.1
DDX28	3.2	5.2	2	3.1	6.8
DDX28	3.2	4.5	4.2	5.3	4.1
TPD52L1	613.5	227.8	167.8	230.9	227.9
SSBP2	121.8	34.2	73	53.7	65
SEMA3C	64.2	116.2	139.5	64	221.6
SEMA3C	650.9	96.3	172.2	127	246
RIDA	104.6	136.5	143.2	203.7	210.6
DMXL1	271.6	74.1	53.4	39.4	67
PCGF2	8.3	162.1	17.5	28	10.7
PCGF2	184.3	169.5	124.8	178	174.1
CDC42BPA	155.2	99.1	56.6	105.8	248.8
BCL7A	27.5	25.2	15.7	26.9	74.7
BCL7A	8.8	52.8	21.5	17.1	105.2
VSNL1	99.8	147.3	142.2	70.9	187.8
VSNL1	2.5	9.1	49.8	3.3	2.1
LY75-CD302	427	108.8	277.6	164.3	306.6
MRPS14	189.6	117.9	156	171.4	200.3
MRPS14	138.3	83.7	76.3	52.2	119.2
NSUN5	55.5	14.8	5.5	11.5	10.2
PCYOX1	35.8	15.9	15.1	8.2	23.2
LUC7L3	725.9	249.9	145.4	211.7	192.5
FANCA	17.4	24.4	106.5	60.5	56.1
FANCA	8.4	5.8	24.9	8.1	18.4
GH1	4.5	5	4.1	11.6	5.3
AKT2	47.4	30.6	29.1	119.2	97.4
AKT2	7.2	13.4	34.2	73.1	4.3
DNAJB4	178.9	77	107.5	58.6	127.4
DNAJB4	2.5	10.1	63.5	70.5	72.6
SLIT3	322.8	310.9	186.4	352	257.3
SLIT3	9.5	71.9	120.9	18.3	52.5
NQO2	127.3	113.8	13.1	17.9	87.3
GSTT1	14.5	3.4	5.4	9.8	4.6
DGUOK	6.2	10.1	68.4	6.2	6
GUCY1B3	146.7	96.2	139.5	129.6	98.2
SF3A3	164.4	150.2	107.8	93.3	134.4
IGF2BP3	38.6	14.3	7.2	72	5.6
IGF2BP3	5.2	50.8	49.3	48.1	41.3
HBEGF	122	71.4	357.3	111.6	42.2
ELF2	274.9	264.4	200.5	219.6	199.4
RGS3	202.1	299.2	195.4	198.8	227
TSPAN8	284	111.4	195.9	170.1	181.1
BRD3	101	103.4	107.6	126.2	161.2
PITPNM1	56.7	29.6	100	86.4	211.9
WIPI1	12.7	35.1	116	37.1	77.4
IL32	6.8	28.4	16.7	15.7	13.6
ELP4	100.4	167.3	110.7	28.7	89.1
C17orf75	23.6	4	2.9	17.3	17.5
R3HDM2	189.1	170.3	155.2	200.5	140.2
SNRPF	144.6	116.7	84.7	183.5	123.6
TGOLN2	68.2	92.5	113.5	140.9	63.4
TGOLN2	151.6	140.7	219.6	132.8	182.2
LRRC32	20.2	18.4	54.7	27.5	26.5
MAP3K5	36	49	21.1	109.1	64.9
MAP3K5	293.7	168.3	108.6	128.8	130.3
TNK2	35.5	23.1	23.1	21.6	12.3
TNK2	51.9	85.4	21.4	20.3	67.2
BLZF1	34.6	63.2	18.7	10	8
MAPRE3	4	15.9	12.3	65.8	11.4
MAPRE3	22.2	58.8	23.6	26.5	109.4
RPS6KA3	155.4	138.7	154.3	207	172.7
VHL	24.2	57.2	31.7	77	55
KAT2B	361.8	150	168.7	127.7	187.7
TRIM32	134.9	23	92.6	45.3	30.2
AKAP8	171.3	110.6	44.2	79	21.8
AKAP8	247.9	170.1	111	101.8	137.8
KIF1A	42	9.4	7	107.1	102.1
KIF1A	32.1	69.4	98.5	88.2	4.8
IGFBP6	209.1	284.5	162.5	211.3	209.7
SMN2	25.6	67.4	25.3	71.9	63
GAB2	129.4	148.3	154.6	110.2	191.1
CFI	528.9	305.5	482.5	309.8	305.5
WDR47	161.5	72.6	89.8	38.2	64.4
VRK1	96	84.2	5.2	16.1	20.2
MIR7110	210.3	258.2	254.8	257.3	162.9
COX10	161.5	205.4	122.2	183.4	82.3
PALM	105	33.1	155.5	152.8	27.7
PCCA	62.6	64.3	68.9	58.5	82.4
ACTN2	4.5	8.6	12.1	8.9	23.7
ACTN2	63.5	2.1	6.7	85.9	25
ACTN2	11.8	11.3	7.4	19.4	50.7
ACTN2	87.1	161	99.4	147.4	109.8
ADARB1	81.6	23.3	102.8	5.9	27
NLE1	18.7	24.3	14.5	25.6	15.7
NLE1	28.8	19	34.5	50	20.9
VCAM1	562.9	544	753.7	502.1	399.3
USP46	22.8	15.4	51.2	45.2	16.7
USP46	59.9	9	53.7	52.7	8.2
SENP3	76.1	134.8	70.8	110.2	20.9
ACTA1	62.3	24.2	74.1	11.6	11.8
SMARCA1	66.9	52.7	87.7	81.8	23.4
SMARCA1	155.1	87.7	161.6	87.7	111
SMARCA1	55	47.5	68.5	153	89.6
MMP11	5.5	120.9	112.4	20.8	61.1
MMP11	17.8	13.2	8.7	30	10.4
MMP11	31.9	108.3	111.5	91.3	105.7
PIK3CD	233.2	283.3	232.5	238	128
POPDC2	203.9	35.5	71.1	106.1	50.5
DMD	117.2	19	20.4	79.6	102.3
IRF9	88.2	220.6	94.2	96.3	187.1
RAB11FIP2	116.8	101	117.1	149.3	103.8
RAB11FIP2	217	83.4	34.4	53.8	82.4
RAB21	238.5	171	178.8	204.9	244.4
FBLN2	123	106.9	126.6	150.6	111.7
THBD	329.1	181.1	557.2	571.2	176.8
THBD	49.8	90.5	99.2	145.4	8.4
SCG5	205.8	63.6	88.9	140.8	81.3
MIR637	44.4	39.3	56.3	84.6	35.9
MIR637	2.9	4.5	7.7	6.5	6.8
WFDC2	67.3	82.2	97.8	134.8	110
AK6	286.6	106.9	46.9	161.1	64.9
TUBG2	69.3	44.1	94.8	58.3	94.5
PLCB4	108.3	50	45.2	62.6	56.8
PLCB4	8.2	11.9	6.8	11.3	18.6
LYRM1	406.7	109	77.7	113.8	139.5
CRCP	80.6	124.9	74.8	189	67.4
CRCP	94.7	183.7	237.8	208.5	181.2
SZT2	35.4	29.7	44.4	78.7	74.1
TAB1	42.7	64.8	49.2	75.8	41.9
HEPH	30.1	54.6	67	104.4	19.3
HEPH	122.4	152.6	88.2	51.1	77.8
CD82	90.6	169.5	34.6	47.6	83.6
PARN	107.6	204.9	167.9	228.6	168.4
IQSEC1	24.7	169.9	110.1	97.9	186.3
IQSEC1	110.3	98.6	133	93.6	63.6
SLC4A4	654.6	110.3	38.3	68	287.1
SLC9A6	217.2	151.3	194.5	120.7	121.4
ARHGAP29	480.9	171.9	150.6	186.7	253.8
RAP1GAP	67	112.9	58.1	67.9	83.2
DNASE1L1	37.3	47.2	65.8	22.7	14.3
HPGD	38.9	8.2	62.4	12.9	8.2
HPGD	65.5	65	113.3	87.5	86.1
CXCL9	136.2	152.7	150.2	227	114.4
NDST2	107.7	223.4	132.1	187.6	102.4
CXADR	31.3	95.8	68.3	153.3	148.5
PCDH1	12.4	128.2	50.2	104.6	61.3
TCEA2	3.5	14	3.1	18.5	4.4
NR1H3	110	146.3	101	105	116.9
CHST2	47.9	132.4	94.5	140.2	78.6
CYBB	105	74.8	188.7	142.9	12.9
CYBB	167.7	387.8	1052.3	277.7	340.5
GSTA1	12.9	50.1	14	93	4.9
GCLM	51.6	25.7	44.9	53.9	73
ATP5D	65.2	127.4	66.8	75.7	86.9
NFKBIE	90.2	91.1	99.4	105.4	52.9
MAPT	16.8	140.4	46.5	119.8	214.1
MAPT	13.9	65	64.4	30.3	114.9
MAPT	39.5	40	36.1	58.9	74.4
MRPL12	42.8	20	15.5	93.5	87.4
HLA-DMB	385.1	560.9	777.1	723.6	283.1
RAB11FIP3	81.5	123.8	95.7	133	94.3
KDR	324.5	94	69.1	104.8	155.9
ACVR1	210.2	107.6	106.4	152.9	61
MMP9	128.9	216.1	123.5	132.3	230.8
TAF1C	8.4	8.6	7.5	18.3	6.1
TAF1C	24.6	16.2	26.3	18.6	27.4
NT5E	171.1	81.7	66.5	30.6	39.3
VASH1	36	148.4	134.4	168	13.7
INTS9	78.4	54	12.7	214.1	48
MARK2	2.5	3.4	4.9	4.6	10.8
KIF3B	48	154.6	224.3	144.1	189.5
BTN2A1	277.5	277.1	249.1	271.3	229.4
ARG2	138.4	256.3	120.2	253.3	231.9
ARG2	18	26.8	39.2	57.2	24.3
CSTF3	227.1	216.8	95.9	360.3	210.3
MPO	6.6	5.5	8.5	5.2	4.6
MPO	55.3	56.9	78.1	54.6	100.5
CLCN6	78.6	120.7	12.9	38.9	67.6
CNN1	15.6	34.8	157.3	71.2	35.8
ATF6	14.6	27.3	23.2	24.7	19.2
CLDN3	3.1	2.3	4.4	8.2	3.9
CLDN3	11.7	11.3	31.1	32.3	16.9
PPP1R26	8.5	24.8	13.4	52.3	18.2
MORC2	84	105.2	86.3	64.4	43.1
E2F6	42.1	6.2	5.6	21.1	18.3
ZBTB40	34.7	105.5	63.8	109.3	98.4
ZBTB40	179.2	127.2	22.6	171.6	165.7
HSPB11	131.1	35.6	67.3	16.8	2.8
NEBL	415.5	23.3	45.9	68.9	146
NEBL	203.2	80.9	93.1	109.2	181.6
CA12	51.6	92.9	88	63	52.2
NMI	223.9	150.6	220.1	77	97.3
USP20	40.5	50.2	148.9	71.9	21.9
PPM1A	101.8	107.4	103.5	27.4	30.7
CDC6	18.6	81.5	71.8	112.5	73.2
CDC6	26.5	87.1	100.9	68.2	72.9
PEX3	34.6	8	19.3	32.6	8.5
PEX3	201.6	96.9	60.1	75.5	67.6
SLC31A1	28.6	39.4	41.3	88.7	45.2
PEX3	77.9	106.6	91.9	114.6	141.7
CEBPD	1127.1	273.1	581.2	631.6	474.1
PUDP	118.3	47.9	220.5	128.2	47.6
CHAF1A	56.1	28.5	45.5	70.3	30.5
CHAF1A	5.8	4.2	5.2	8.1	10.4
TAZ	7.7	10.3	8.1	12.4	9.1
NUBP1	113	86.1	104.3	154	104.8
CYP27A1	122.1	99.7	101.3	38.3	102.9
FABP4	7125.3	7373.9	2360.2	6002.7	18030.5
ABCD4	119.3	44.1	14.9	30.9	103.9
ABCD4	63.3	105.3	22.5	21.1	57.5
