X	covid	covid2	control	control2						
STARD3	1853	1958	1213	1368						
RARA	603	627	597	897						
PPP1R1B	87	94	2579	3086						
KHDRBS3	801	735	270	454						
CHD1L	2711	2870	1199	1269						
PEX11B	2292	2397	1719	1856						
FMO5	1451	1590	2151	2320						
PIAS3	4091	4283	4617	5252						
PRKAB2	994	918	1006	1235						
CLUHP3	321	507	466	475						
FSHB	0	0	0	0						
PDHA1	5006	5175	2797	2997						
RAI2	8	6	19	0						
MCCC2	4615	4867	3194	3173						
AC005261.1	505	406	465	512						
ZSCAN5A	292	374	144	166						
ZNF132	290	265	334	458						
USP29	0	0	0	0						
SELENOS	3657	3620	2470	2572						
CHSY1	807	834	1089	1340						
SNRPA1	2778	2564	2251	2632						
KRT17P1	0	0	2	0						
LLGL1	179	148	196	227						
NR0B2	119	139	209	332						
LIN28A	0	0	3	2						
THAP1	795	848	473	463						
RHPN2	1714	1490	867	1368						
C19orf12	998	1014	411	510						
FAAP24	180	160	73	94						
LRRC9	3	1	7	6						
ACTR10	4563	4673	2246	2621						
ABHD12B	70	117	113	99						
GCH1	807	762	589	479						
LGALS3	17489	18588	20298	16529						
UBE2L2	0	0	0	0						
PODNL1	27	29	73	117						
DNAJB1	23430	21978	9225	8486						
ZSWIM4	595	501	462	317						
FBXW9	890	959	716	859						
RFX1	116	114	133	118						
ZNF20	142	174	95	56						
C19orf57	103	115	104	80						
DCAF15	322	370	293	302						
CC2D1A	3477	3210	2325	2517						
RTBDN	0	0	4	3						
MATN3	74	87	45	63						
TRIM21	2849	3470	800	1005						
SPATA6	337	273	512	575						
LRRC41	9718	8932	6201	6983						
CCT6B	54	55	96	106						
DHX30	5626	5839	3492	4177						
RAF1	6306	6383	4718	5918						
SLC6A11	44	25	18	25						
PPARG	3184	2856	614	690						
NUP210	914	1126	774	892						
FCRLA	3	7	0	0						
HSD17B7	1910	1946	1436	1719						
ENOSF1	1610	1875	3804	3888						
LINC00470	0	0	0	0						
EMILIN2	542	542	356	379						
SLX1A	1524	1692	1039	1062						
ARFIP2	3230	3268	2505	2968						
TRIM5	3499	3806	1593	1774						
CNGA4	33	28	33	62						
TRIM22	9420	10694	7362	8754						
RRP8	1162	1230	911	1150						
TIMM10B	2643	2628	2290	2589						
EFR3A	9268	8939	3278	4544						
HHLA1	0	0	1	4						
PTCD3	4478	4470	3067	3440						
IMMT	5248	5270	2464	2998						
MRPL35	2043	2147	1331	1323						
IQCA1	135	140	169	157						
ILKAP	1463	1518	947	911						
PER2	227	271	582	780						
RAMP1	424	412	215	249						
SCLY	991	919	291	468						
PTPRE	1803	1706	712	894						
RAN	25524	25908	6991	6908						
PRKAA1	3114	3201	2634	3205						
CARD6	1237	1128	774	639						
AC002316.1	171	228	121	193						
CLUH	4986	5283	3376	4283						
INPP5K	2045	1925	1510	1427						
MYBBP1A	4437	4886	2584	3277						
RPA1	4339	4393	2897	3732						
SERPINF1	745	678	4198	6205						
UBE2G1	3973	4179	3437	3433						
EEFSEC	845	836	559	716						
TBC1D14	3685	3625	3794	3769						
TMEM128	884	1010	1008	1273						
COQ3	607	665	198	190						
PNISR	1932	2554	9131	10625						
POPDC3	124	124	28	16						
SEC61G	2905	3314	2135	2301						
LANCL2	1293	1458	495	498						
FIGNL1	713	760	527	525						
DDC	1	3	17	26						
FTHL17	0	0	0	0						
GRSF1	7540	8045	3914	4406						
ENAM	14	43	21	11						
JCHAIN	0	0	0	0						
ANKRD17	2755	3188	2925	3345						
UTP3	614	771	421	367						
ITGB4	7715	8701	9794	12889						
WBP2	5595	6105	5703	6752						
H3-3B	38760	40855	32346	34965						
UNK	912	920	829	808						
TRIM47	2516	2440	1089	1447						
ZRANB2	4596	4784	7055	8345						
EIF5A	32272	33881	9340	9025						
KDM6B	131	111	146	151						
CLEC10A	0	0	0	0						
SLC52A1	21	10	106	100						
GUCY2D	46	41	141	198						
GPS2	2904	3183	2050	2005						
XAF1	1608	1973	219	128						
DLG4	30	21	79	99						
RIDA	624	492	546	485						
VPS13B	538	652	964	1026						
RGS22	51	74	98	89						
MATN2	149	219	642	559						
REEP2	14	25	96	88						
PCBD2	511	598	687	808						
SDF2	2050	2166	1223	1411						
FLOT2	7368	7544	4610	5716						
ERAL1	3796	3796	1557	2117						
PRMT7	1137	1157	696	821						
NIP7	2313	2235	696	946						
TERF2	1008	1006	814	949						
VPS4A	2893	3155	2486	2652						
MTSS2	356	355	348	401						
HSPA12B	0	0	6	8						
ANKEF1	867	973	596	715						
SCP2D1	0	0	0	0						
PCED1A	533	543	1160	1148						
SNAP25	11	11	38	46						
BTBD3	672	749	633	964						
PCNA	4020	4403	1296	1474						
NXT1	877	873	597	726						
POLR3F	495	483	256	261						
RIN2	1414	1592	1701	1841						
PTPRA	2446	2926	3132	2933						
SSTR4	0	0	0	0						
DAP3	4552	4604	2107	2052						
RHBG	11	1	94	3						
KHDC4	983	1132	2020	2206						
ATP1A4	0	0	0	0						
NES	41	43	99	76						
BCAN	2	3	16	6						
CRP	0	0	0	0						
ARHGEF11	717	752	640	740						
RAB25	6335	6662	4738	4010						
HAPLN2	1	0	5	5						
APCS	0	0	0	0						
FCRL2	0	9	5	0						
DCAF8	2542	2575	3501	3990						
SYT11	31	55	114	105						
IGHMBP2	896	1107	850	693						
ACY3	41	34	3	3						
ALDH3B2	464	555	4628	1666						
TESMIN	29	40	115	89						
MMACHC	120	157	75	92						
DPH2	2099	1931	882	1168						
TOE1	434	467	198	231						
NASP	2521	3228	2211	2421						
MUTYH	449	396	455	527						
CTNNBL1	2518	2480	1245	1320						
LPIN3	921	889	2879	2972						
ZSWIM3	265	279	157	324						
RBM38	1555	1556	951	1142						
VSTM2L	3970	4186	1684	1743						
OSER1	1357	1447	1358	1395						
SERINC3	9867	9541	7243	8403						
PPP1R3D	795	763	844	854						
AL139352.1	0	0	0	0						
DMGDH	2	4	39	81						
BHMT2	16	3	16	7						
AP3B1	4082	4177	2736	2723						
ZBED3	111	116	193	303						
PATJ	2222	2768	3746	3618						
KANK4	47	19	0	0						
ANGPTL3	0	6	7	6						
SYT4	0	0	0	0						
SLC14A2	2	1	2	0						
FBXO44	574	590	888	1113						
CPLANE2	149	147	136	197						
CASP9	672	712	295	336						
NMUR2	0	0	0	0						
DCTN4	3287	3090	2061	2305						
PDE6A	0	3	6	1						
ATP8A2	273	272	278	295						
MTUS2	3	5	5	18						
ZMYM5	685	737	897	934						
USPL1	955	799	716	1012						
XPO4	926	1018	567	847						
TPTE2	1	0	1	0						
POMP	8085	8578	3576	3410						
CDK8	939	1000	595	710						
ALOX5AP	10	24	0	0						
HMGB1P5	3477	3655	2116	2287						
WASF3	162	174	116	159						
RNF17	1	1	5	1						
GPR12	0	0	0	0						
CHRM3	16	15	48	40						
MYH8	0	0	0	0						
MYH10	1022	1332	1008	1224						
PEMT	791	811	491	568						
SCO1	1806	2143	1030	1123						
MPRIP	14976	14079	3481	2290						
CHI3L1	2311	2274	16862	22723						
MYBPH	45	28	54	71						
PIK3C2B	127	87	132	158						
DSTYK	1103	1044	1222	1148						
CHIT1	0	2	4	0						
SLC41A1	1408	1323	1810	2697						
LGR6	2	2	0	0						
TMCC2	62	62	40	78						
DCLK1	150	219	54	154						
CCNA1	442	516	341	520						
COG6	2185	1942	1847	2175						
SPART	4823	4758	2925	3872						
RXFP2	0	0	0	0						
EPSTI1	597	1054	57	72						
TRPC4	2	6	26	59						
POSTN	171	189	456	352						
RFXAP	148	170	218	240						
TPT1	13555	14753	16214	17475						
GPALPP1	722	578	793	1071						
STOML3	20	64	38	61						
KL	0	0	1	17						
RFC3	826	1064	390	332						
STARD13	699	517	516	551						
IRS4	0	0	0	0						
MORC4	1453	1260	1194	1376						
BEX2	303	260	458	646						
RNF128	2383	2503	2015	2621						
GNG5P2	0	9	0	3						
TBC1D8B	1059	991	1032	1421						
TCEAL4	1789	1844	1586	1526						
BEX1	29	40	70	63						
FAM104A	2858	2967	1575	1932						
SLC39A11	1206	1095	1337	1348						
EPHB2	2084	1938	564	825						
SRRM1	5039	5742	6863	8710						
BTBD2	2933	2926	2055	3077						
PRAM1	0	0	38	75						
KMT5C	180	170	482	589						
ZNF414	348	368	287	316						
PDE6B	167	186	263	261						
HSPBP1	2624	2530	1135	1199						
CSNK1G2	3295	3352	2320	2271						
SLF1	433	408	297	280						
CNDP2	20219	20047	12506	15766						
MACROD1	276	334	1049	1193						
WDR74	1431	1461	880	1034						
LGALS12	0	0	0	0						
RTN3	7777	7829	5016	6105						
PLAAT4	5500	5735	2277	2310						
PLAAT2	611	764	187	226						
MYH11	4	5	102	34						
FOPNL	2362	2361	1579	1926						
MED10	1691	1979	1174	1282						
PDZD2	342	255	1114	866						
MORC2	1573	1548	947	1381						
LARGE1	555	538	362	548						
GSTT2B	340	324	198	194						
MYO18B	34	20	0	1						
SLC2A11	295	241	270	270						
C1QTNF6	98	84	370	382						
GGT2	16	12	128	170						
FAM83F	622	576	797	835						
SEC14L4	17	15	16	20						
ZDHHC8P1	23	17	14	33						
GIMAP6	0	0	0	0						
GIMAP4	0	1	0	0						
ADCK2	1142	1259	1092	1261						
MKRN1	7374	7279	7290	7758						
AGAP3	5549	5100	2762	2597						
KRBA1	140	151	137	89						
ZNF767P	275	300	537	814						
ACTR3B	267	272	249	431						
NTS	0	3	0	0						
BTG1	3598	3843	8320	10246						
LRRIQ1	101	165	151	300						
C12orf29	1816	1869	1556	1255						
ATP13A3	2744	2763	2039	2888						
SFTPD	1414	1454	8498	10268						
DYDC2	101	119	179	252						
TMEM254	1502	1355	1949	1959						
TMTC1	102	165	228	138						
KRAS	2934	2836	2044	1974						
IPO8	1038	1138	720	727						
LARS1	6832	6295	3943	5255						
SPINK5	1885	1913	19951	6377						
IMPA1	1372	1310	687	1051						
LRRCC1	592	509	396	491						
E2F5	333	384	368	365						
CA1	0	9	17	1						
CCDC59	610	572	514	610						
SWAP70	3794	4402	2108	2310						
ARNTL	1465	1134	855	906						
LYVE1	0	3	11	0						
AMPD3	1176	957	1142	1311						
SBF2	264	343	917	1160						
MICAL2	10701	11381	4282	5925						
RRAS2	4085	3732	1277	1926						
HSD17B4	11283	12296	9163	9399						
ZFC3H1	853	960	2320	2454						
TEX15	0	0	0	6						
SARAF	10487	10534	8540	9864						
RNF122	9	11	7	26						
DUSP26	0	3	0	0						
DPF2	2833	2812	2646	3210						
MEN1	2812	2617	1651	2203						
ERG28	5233	5704	2502	2698						
GSC	0	0	0	0						
DGLUCY	2447	2555	3040	3503						
UNC79	22	31	13	3						
NUMB	6508	6215	4698	4828						
CATSPERB	62	55	39	40						
VRTN	0	0	0	0						
COX16	1963	2112	1628	1576						
TTC9	4299	4548	5150	2923						
MED6	1200	1298	958	986						
EIF2S1	7483	7941	3040	3358						
ADAM20	2	0	8	0						
LOXL2	1813	1654	5440	7563						
ELP3	1605	1699	1088	1433						
PEBP4	973	956	5662	7781						
ADAMDEC1	0	0	180	233						
CTIF	340	368	495	507						
MRO	0	0	0	1						
MBD2	3614	3817	2459	2467						
IER3IP1	2688	2921	2344	2397						
MRPS36	998	1108	765	685						
CCNB1	3305	3877	476	443						
CDK7	1645	1549	889	841						
CD180	0	0	1	3						
IRAK2	1363	1097	915	687						
CAMK1	655	595	269	343						
THUMPD3	1817	1719	1358	1416						
VHL	978	883	894	991						
BHLHE40	9342	9736	18090	27546						
ARL8B	7245	6736	5022	5034						
EDEM1	8302	8877	4875	6314						
CNTN6	73	79	55	93						
CHL1	180	238	142	361						
MEIS2	226	234	253	288						
DPH6	296	303	300	339						
KATNBL1	2907	2838	1822	1678						
EMC7	3959	3876	2050	2348						
TRPM1	0	0	0	6						
GNAT2	9	10	24	6						
GSTM1	7	11	11	9						
PRPF38B	1547	1552	1731	1875						
REG4	0	0	0	0						
TSPAN2	35	51	72	76						
TSHB	0	0	0	0						
GSTM5	0	1	0	4						
GSTM3	455	489	573	691						
SYT6	0	0	0	2						
VAV3	433	438	2137	1892						
CHIA	61	58	17	15						
PSRC1	270	305	264	229						
HMGCS2	501	524	347	322						
PTPN22	1	6	33	49						
SORT1	8824	8525	6190	5345						
WNT2B	33	67	488	273						
PTGFRN	1596	1789	1231	1583						
LAMTOR5	5238	5675	4266	4382						
ADAM30	0	0	0	0						
NOTCH2	2562	3107	5981	5721						
TRIM45	100	56	139	195						
CEPT1	1267	1299	1036	1338						
CD101	12	15	2	1						
VTCN1	672	762	770	778						
NGF	6	7	21	25						
AP4B1	1014	1027	804	812						
NAPG	2857	2919	1535	1857						
SPIRE1	1960	1968	2450	3214						
PPHLN1	2702	3167	1520	1797						
FKBP11	618	712	785	1084						
ARF3	6336	6418	3092	3313						
TMEM106C	4134	4298	2081	2172						
SLC38A2	11866	10846	11837	11959						
PLEKHA8P1	270	263	125	124						
YWHAQ	30610	30124	11625	11669						
KIDINS220	2907	3038	4166	4763						
GRHL1	2381	2521	4856	2390						
ROCK2	2763	3061	1780	2244						
RSAD2	4256	8184	316	154						
MYCN	10	9	33	2						
LPIN1	3676	3797	3542	3519						
CMPK2	2143	3433	383	310						
IAH1	1714	1922	1397	1414						
LDHA	66341	67365	50571	75522						
SAA2	2359	2821	2310	2496						
ANO3	0	2	62	39						
IL6ST	7439	7346	5799	7426						
FST	1475	1433	98	95						
CFHR4	0	0	0	0						
NAV1	712	744	1053	1171						
CDC73	2924	3205	1853	2294						
TIMM17A	5459	5498	1798	1737						
CRB1	0	0	1	3						
CFHR5	0	0	0	0						
AC008870.1	1813	2243	1078	1452						
RPS15A	3891	4061	4220	3980						
RAX	1	0	0	2						
NARS1	13356	13950	7339	8387						
GRP	0	0	0	0						
RELCH	2455	2430	2725	2488						
FBH1	4658	4356	2691	3352						
RBM17	3307	3346	2353	2319						
IL2RA	0	0	0	0						
ANKRD16	195	204	408	474						
ECHDC3	1072	1237	671	874						
IL15RA	1106	1212	444	496						
CCNH	1633	1614	1065	1224						
HRH4	0	0	0	3						
TMEM241	1739	1629	661	944						
KCTD1	852	824	650	578						
CABLES1	689	705	429	369						
DOCK2	62	112	263	251						
EMP1	6029	5697	5509	3088						
SOX5	18	4	53	65						
RERG	55	53	37	52						
SLCO1B1	0	11	0	0						
KLRD1	0	0	14	12						
KLRC1	13	21	8	15						
SPX	0	0	2	6						
PRH2	3	4	4	7						
LRP4	55	101	530	697						
MYBPC3	0	0	0	1						
DDB2	1445	1557	3167	4297						
ACP2	3020	3162	1819	2020						
USP26	0	0	0	0						
RTL8C	2866	2924	2336	2442						
RAB33A	5	7	9	9						
SOX3	0	1	0	0						
RBMX2	344	381	380	339						
STK26	2383	2198	1156	1156						
FOLH1B	0	1	4	0						
PIWIL4	13	14	40	23						
MTNR1B	0	0	0	0						
PUM1	6669	6575	6341	7860						
SPOCD1	2394	2548	399	436						
YARS1	8761	9154	5415	7014						
PHC2	7433	7743	5448	7205						
CDCA8	1014	1024	180	164						
GNL2	5491	5196	2765	3702						
AGO4	813	835	1071	1171						
HOOK1	1045	1125	1002	1518						
CYP2J2	612	797	507	475						
BTF3L4	2681	2710	2096	2302						
TUT4	718	929	1476	1416						
PRPF38A	1806	1936	1334	1755						
DSC2	5929	5614	6285	1964						
DSG3	4654	4441	12406	4406						
RNF138	1359	1467	817	1119						
ELP2	2581	2453	2994	3584						
DSG1	89	5	413	0						
DSC3	1117	1434	3171	2484						
DSC1	66	0	0	1						
DTNA	122	103	83	131						
FHOD3	187	226	106	182						
TPGS2	4513	4706	2755	2818						
DAGLA	264	296	99	184						
SLC43A3	7551	7626	3379	4119						
TIMM10	767	766	285	296						
CBLIF	0	0	0	0						
DHX34	1420	1599	918	1332						
APLNR	0	0	9	0						
FADS2	21635	20565	9267	10872						
TMEM258	1968	2161	1852	2293						
TCN1	2436	2709	7162	4557						
C5AR2	5	12	13	5						
TMEM165	15211	15071	10845	10473						
CLOCK	1568	1872	946	1264						
PDGFRA	498	466	1527	1849						
GGACT	171	154	157	149						
COL4A2	965	856	2747	4104						
CLDN10	461	531	752	1102						
DZIP1	22	65	206	142						
UBAC2	3868	3760	3001	3037						
ARGLU1	3788	3918	7978	8770						
BIVM	853	948	1004	1170						
ERCC5	2584	2893	3160	3715						
TPP2	2810	3006	1953	2079						
POGLUT2	130	154	145	164						
CARS2	5049	5093	2162	2644						
ARHGAP32	1357	1497	3325	3049						
STT3A	11381	11435	6583	9222						
ADAMTS8	3	1	28	29						
ACRV1	0	2	0	0						
ETS1	1194	1143	245	421						
SLC37A2	446	376	2205	609						
KLB	79	62	30	23						
TMED7	6391	6184	3542	4608						
APC	803	864	794	762						
NREP	812	841	1125	1117						
WDR36	2547	2365	1050	1606						
OSTF1	2789	2864	1659	1581						
RFK	1842	1688	711	702						
UBQLN1	6103	6183	3839	4313						
NAA35	2031	2192	1273	1333						
C9orf40	421	402	258	275						
ANXA1	57029	59590	50379	21255						
CTSL	2996	2932	1688	2416						
CEMIP2	2520	2921	2402	3630						
AGTPBP1	914	1023	743	833						
GOLM1	14601	14575	6790	8617						
FAM189A2	600	598	207	241						
PSAT1	2516	2717	1045	970						
ISCA1	1746	1989	967	1233						
ADAM19	219	170	47	26						
HAVCR2	0	0	0	13						
CCNJL	1908	2026	1339	1840						
TAOK3	2955	3037	2233	2555						
USP30	710	769	1029	1011						
SDS	2	3	1	1						
MSI1	0	0	0	0						
HNF1A	10	0	0	6						
FBXO21	3019	3445	2790	3417						
TBX3	375	282	1661	2069						
OASL	893	1987	133	21						
HRK	2	9	13	16						
RNFT2	59	55	63	15						
P2RX4	1566	1656	1338	2121						
BICDL1	447	587	399	293						
DTX1	6	1	12	17						
TRAFD1	9733	9057	4396	4887						
DMTF1	1547	1798	1890	2088						
OCM2	0	0	0	0						
TMEM243	1515	1582	2666	2889						
CCDC146	215	222	473	522						
TMEM60	807	834	789	782						
CD36	5952	6204	7853	8525						
UGT2A3	0	0	1	0						
CSN2	0	0	0	0						
UGT2B28	0	0	4	1						
PNPLA8	3907	3802	2059	2024						
HILPDA	893	780	12269	16866						
FAM71F1	0	4	0	0						
RINT1	2260	2313	1429	1392						
SRPK2	1709	1677	1270	1281						
KCP	107	173	169	208						
TES	10394	10342	3296	4169						
MDFIC	2155	2153	1748	1692						
MTO1	1675	1647	1169	1210						
ADGRB3	0	6	0	0						
ANKRD6	840	762	651	602						
HTR1B	0	0	12	0						
KHDC1	181	186	203	232						
CEP162	420	439	291	352						
SYNCRIP	7491	7782	2540	2797						
SNX14	5127	4733	3127	2798						
NT5E	2562	2498	835	730						
MRAP2	25	14	35	14						
EPHA7	0	4	0	0						
AKIRIN2	1786	1716	1311	1303						
ORC3	1772	1810	1282	1630						
LCA5	454	608	583	782						
MAP3K7	2869	3125	1886	2178						
CGA	0	15	0	0						
GJA10	0	0	0	0						
PRR5L	148	179	74	140						
LMO2	97	166	120	79						
PHF21A	561	612	758	881						
NAT10	2881	2972	2130	2348						
EHF	7906	9103	14254	12575						
ELF5	728	757	2566	2249						
PRRG4	2817	2846	1626	1786						
CAPRIN1	17764	17168	8257	9932						
ATP5MC2	3902	4050	4627	5196						
DNAJC14	1796	1615	1397	1689						
CD63	58071	57794	28587	32147						
PRPH	1	4	1	9						
AVIL	62	62	91	69						
AMHR2	0	0	5	5						
LACRT	0	0	0	0						
GDF11	55	54	114	142						
GLS2	314	290	246	360						
ITGA7	54	89	28	55						
TESPA1	0	0	0	0						
FAM186B	7	4	22	33						
RDH5	49	59	76	100						
AGAP2	2	6	5	12						
BLOC1S1	1337	1514	829	692						
KRT85	0	3	0	0						
CDK4	4634	4893	3273	4021						
PPP1R1A	0	0	1	0						
TROAP	291	392	77	16						
TSPAN31	2301	2353	2313	2579						
B4GALNT1	15	37	60	70						
TFCP2	950	1037	788	838						
COQ10A	340	264	336	463						
FAIM2	0	0	32	1						
PAN2	1014	1157	3496	3960						
ESPL1	263	365	1374	256						
KRT87P	40	21	5	0						
KRT7	282401	264569	11251	12097						
ZC3H10	317	375	331	366						
HNRNPA1	15487	16439	8716	9719						
SLC26A10	0	0	6	4						
ACVR1B	404	464	700	634						
OS9	7777	7976	8298	9607						
MIP	1	11	1	1						
KCNH3	26	46	37	39						
LTV1	1939	2220	815	921						
MAP7	2828	2884	2322	2540						
CD164	25676	25116	20296	27641						
AFG1L	263	254	148	156						
NHSL1	163	249	488	238						
AHI1	573	768	1208	1495						
HEY2	16	31	63	82						
PKIB	3699	3699	1023	1315						
TAAR5	0	0	0	0						
NMBR	0	0	3	5						
SMPD2	961	1008	638	601						
MICAL1	2010	1948	886	727						
REPS1	2294	2032	1584	1678						
STX11	1471	1451	755	745						
TEC	177	253	184	325						
PRADC1	774	717	290	268						
SEMA4F	1297	1591	743	1016						
CCT7	15047	15065	5853	5991						
EGR4	216	164	0	0						
RAB11FIP5	2913	2636	1929	2668						
SMYD5	1101	1033	611	786						
DYSF	947	969	316	384						
CCDC142	684	556	875	731						
EMX1	0	0	0	8						
KCNMB4	14	6	6	24						
USP15	3202	3302	1877	2093						
GNS	10851	11680	9491	11147						
CPM	4331	4552	3667	2785						
MDM2	3122	3333	3073	3179						
KLHL36	1351	1485	1682	1836						
BCO1	13	13	13	9						
MPHOSPH6	1530	1602	835	727						
CHST5	0	3	3	1						
KIAA0513	1009	1266	964	1100						
DYNC1LI2	6940	7369	4768	5134						
FBXL8	240	331	660	727						
FHOD1	1638	1591	839	801						
CCDC102A	328	224	246	184						
SLC9A5	139	171	302	383						
AGT	49	61	65	199						
ZNF670-ZNF695	5	0	0	0						
PCNX2	190	208	207	129						
KCNK1	1190	1157	1075	1075						
URB2	822	870	308	226						
EGLN1	3239	2929	4140	5470						
CAPN9	2321	1903	591	669						
COG2	2195	2243	1247	1469						
ABCB10	1611	1687	831	958						
NTPCR	958	999	914	1086						
TAF5L	1004	1009	530	565						
GLUL	41970	45246	91400	99196						
STX6	2922	2962	2589	2942						
RGS8	0	2	0	0						
RNASEL	1449	1359	1591	1794						
DHX9	7454	7620	3436	3929						
KIAA1614	19	6	65	29						
CEP350	1074	1110	1926	2004						
NPL	455	557	992	969						
NIBAN1	708	597	933	917						
PIGC	1048	1085	869	807						
LAMC1	5369	5539	3787	4933						
RC3H1	1166	1384	1272	1381						
GPR55	2	0	0	3						
SP110	1271	1598	533	501						
MRPL44	1980	1896	959	907						
CHRND	0	0	0	0						
PAX3	0	0	0	1						
DOCK10	58	85	111	150						
TTLL4	1228	1365	748	1177						
USP37	683	619	915	1303						
HTR2B	27	34	15	45						
ITM2C	904	865	1251	1303						
SLC19A3	29	52	99	102						
SERPINE2	1080	929	454	609						
DNAJB2	969	911	816	852						
WNT10A	488	460	598	758						
TMBIM1	32234	31445	15109	13045						
CYP27A1	335	316	1016	1332						
EIF4E2	5037	5089	2633	2630						
ARMC9	2023	1808	2891	3591						
CAB39	9816	9697	5824	6259						
COX5B	4452	4837	4180	3464						
REV1	1995	1962	2463	2453						
TSGA10	257	260	266	494						
MFSD9	1517	1547	784	976						
TMEM127	5520	5399	4005	3517						
EDAR	40	30	27	0						
TGFBRAP1	1605	1664	1300	1478						
GCC2	2262	2343	3001	3271						
MRPS9	1703	1792	743	992						
GPR45	2	0	0	0						
C2orf49	1033	964	1153	1349						
ANKRD36	432	684	1404	1516						
EPC2	176	206	154	104						
ARHGEF4	351	409	1510	625						
ISCU	3534	3827	3997	5107						
ALDH1L2	57	37	118	114						
STAB2	0	0	3	1						
USP44	674	754	587	663						
SCYL2	5556	5572	3292	2935						
CKAP4	7427	7635	5385	5435						
PLXNC1	168	280	370	415						
APPL2	1353	1369	2017	1733						
PWP1	3244	3332	1257	1440						
DRAM1	7619	7596	6413	8521						
WASHC4	3640	3719	2311	2307						
SLC41A2	1698	1659	678	862						
VILL	7046	7177	5304	5381						
FLNB	12311	15588	13128	17391						
NEK3	239	162	182	180						
PCDH8	5	2	0	4						
VPS36	2313	2725	2731	2429						
RNASEH2B	1301	1393	880	1219						
CKAP2	2028	2287	762	750						
CNMD	0	0	3	0						
TBC1D4	789	850	638	620						
THSD1	257	263	73	149						
BORA	558	531	199	229						
LRCH1	383	381	333	334						
SUCLA2	3693	3682	2486	2158						
RCBTB1	1690	1682	792	1027						
MED4	2518	2616	2333	2293						
PHF11	1410	1388	839	828						
RPL13AP25	0	2	0	0						
COG3	1748	1908	1826	2485						
LMO7	18815	18874	12163	8888						
SCEL	15311	14547	15199	3359						
ITM2B	14308	15137	25780	24269						
SPRY2	2101	2230	1902	2341						
NUDT15	2050	1957	689	733						
EDNRB	23	6	37	76						
RCBTB2	497	497	575	537						
LCP1	2343	2058	175	234						
SETDB2	488	587	402	495						
SCRN1	5142	5714	3923	4743						
C7orf25	56	89	56	83						
TNS3	1119	1264	996	1187						
SPDYE1	17	13	65	35						
CHST12	583	516	811	949						
IGF2BP3	74	105	189	169						
GPNMB	1427	1603	1754	1435						
