X	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5	VPA_1.2EC10_24h_run1	VPA_1.2EC10_24h_run2	VPA_1.2EC10_24h_run3	VPA_1.2EC10_24h_run4	VPA_1.2EC10_24h_run5
pfas_86773	42	13	15	11	0	16	9	13	8	6	9	6	5	2	13
lrrc58b_86774	3	2	4	1	0	3	9	2	2	2	3	3	0	0	1
cdc25b_86775	7	7	5	13	0	2	3	2	1	13	2	4	10	2	4
tp53bp2a_86776	86	24	35	33	0	113	25	56	28	48	17	33	41	26	63
pdxp_86777	20	5	11	5	0	4	10	7	5	3	5	6	8	7	9
stimate_86778	408	342	395	368	0	351	346	343	347	323	207	311	364	427	492
mcm3_86779	457	970	812	792	0	103	1084	934	601	623	396	196	756	803	1012
mapkapk2a_86780	358	427	471	363	0	601	412	480	326	260	353	201	344	342	386
caska_86781	860	462	725	448	0	653	575	598	568	472	289	302	589	484	503
lmnb1_86782	22	11	43	20	0	21	26	18	12	14	16	4	34	18	9
ticam1_86783	8	16	18	7	0	11	18	11	16	11	12	7	27	16	21
tubb6_86784	1	13	6	5	0	5	11	8	3	9	4	4	6	7	3
cxcl8b.1_86785	14	6	9	4	0	2	5	4	11	14	8	7	4	15	5
bag3_86786	129	130	110	168	0	129	147	171	160	155	49	80	135	126	181
timd4_86787	2	7	14	4	0	12	5	7	5	6	10	11	5	10	5
kpnb3_86788	8	10	2	1	0	1	5	2	1	5	2	3	9	1	1
bzw2_86789	34	42	74	45	0	43	41	59	48	57	46	42	56	57	51
cdc16_86790	33	22	24	14	0	39	23	32	40	25	9	12	18	24	23
zgc:101858_86791	191	105	113	90	0	166	107	121	82	53	67	63	100	57	77
rps5_86792	4031	4303	4849	4788	4	3981	4938	6556	4737	4153	2580	2399	4795	4337	5504
src_86793	12	10	10	8	0	17	5	9	3	1	7	5	10	5	6
cast_86794	182	126	193	170	0	152	184	243	185	97	83	104	142	171	131
sorbs3_86795	44	21	31	19	0	35	21	28	20	15	10	11	33	16	43
nos2b_86796	0	3	0	2	0	2	0	1	3	1	0	2	4	3	1
CU571315.3_86797	1	4	1	2	0	3	6	2	2	8	7	4	14	6	6
slc29a1a_86798	267	367	475	396	1	328	416	457	377	285	261	183	330	295	319
col4a2_86799	41	103	83	133	0	46	107	89	138	159	43	78	86	162	148
nup88_86800	15	5	4	6	0	18	3	12	1	9	11	6	24	6	11
onecut1_86801	53	43	42	14	0	62	29	58	26	20	25	8	23	18	24
ero1a_86802	5	3	3	1	0	3	3	2	0	1	0	0	3	3	3
tpm1_86803	5	3	3	3	0	3	5	4	3	4	2	7	14	7	4
mpc2_86804	31	27	0	6	0	19	32	20	3	0	27	12	35	9	14
ptgs1_86805	39	33	28	21	0	36	35	32	31	17	20	8	24	20	21
prkd3_86806	22	13	23	11	0	15	10	7	12	19	12	9	19	25	11
ghra_86807	2	6	1	1	0	3	2	1	1	1	0	0	1	2	4
gdnfa_86808	3	1	1	2	0	3	4	5	3	4	6	4	6	4	4
ezh2_86809	18	5	5	5	1	7	16	36	3	10	3	3	7	5	7
myd88_86810	61	37	57	61	0	43	48	37	42	19	59	37	46	50	44
mapk13_86811	50	15	11	13	0	37	28	32	16	12	34	5	24	18	14
map7a_86812	2	5	2	1	0	5	1	3	4	0	2	5	5	6	3
frs2a_86813	18	15	10	7	0	10	9	9	10	10	5	6	8	10	10
srp9_86814	244	347	265	444	1	243	297	311	510	408	136	248	261	354	412
rad51ap1_86815	192	231	187	201	0	211	251	214	239	244	173	146	264	239	248
lamb2_86816	108	130	140	158	0	102	131	155	154	180	82	84	140	162	197
retsat_86817	1	3	1	3	0	1	3	0	1	0	2	2	0	1	3
GRB14_86818	20	10	10	7	0	14	3	6	11	6	9	4	6	6	10
si:ch211-162e15.3_86819	585	539	520	427	0	544	495	449	454	406	317	332	443	420	501
rab13_86820	8	25	22	12	0	20	12	10	20	14	14	11	19	8	12
rnaseh2a_86821	115	75	61	47	0	137	87	81	65	63	63	42	112	76	94
pcna_86822	237	546	550	662	0	246	595	658	770	488	226	292	571	558	613
jam3b_86823	358	294	312	279	0	345	277	273	201	171	261	122	273	193	228
ykt6_86824	235	462	404	499	2	283	426	433	489	402	183	304	476	488	480
mxra5a_86825	1	22	8	0	0	0	3	0	3	8	3	0	7	9	3
b4galt2_86826	3	1	0	1	0	11	8	4	3	2	8	2	5	3	3
tjp2a_86827	202	180	188	184	0	165	181	180	184	196	135	119	217	167	188
dnmt3bb.3_86828	0	3	4	14	0	0	8	1	1	4	0	1	1	50	2
cd74a_86829	9	6	23	10	0	13	6	0	5	11	6	5	12	13	9
fbxo7_86830	111	176	100	137	0	130	159	150	147	175	67	125	148	131	168
ndr2_86831	7	10	3	1	0	6	3	1	3	3	0	0	3	4	6
slc7a3a_86832	207	190	237	196	0	175	249	268	230	177	137	144	269	190	240
aqp1a.1_86833	14	11	11	17	0	7	15	32	24	12	10	3	15	9	19
trap1_86834	131	185	485	379	0	97	281	310	429	739	34	124	396	477	605
rsrc1_86835	440	312	368	317	0	409	354	404	312	290	287	247	418	289	333
gnal_86836	77	80	113	86	0	118	68	84	61	48	98	42	83	65	72
cdca5_86837	28	54	59	43	0	32	63	72	69	27	36	18	50	53	30
tet1_86838	168	56	83	53	0	168	40	86	47	35	53	43	87	57	77
nod1_86839	6	4	5	1	0	3	3	0	6	1	1	2	6	5	3
hs6st2_86840	300	267	242	172	0	253	228	221	168	141	172	148	222	181	197
avpr2ab_86841	4	1	2	2	0	1	2	1	3	2	2	0	4	3	3
rap1gap_86842	136	76	82	51	0	126	77	105	52	52	63	47	76	63	71
tmem98_86843	4	8	12	2	0	2	7	9	2	1	1	6	8	2	11
tlr4bb_86844	0	1	0	1	0	1	1	0	0	1	8	3	3	0	2
serpine2_86845	8	3	11	1	0	11	8	3	8	9	1	2	9	7	3
ntrk2b_86846	3	2	0	2	0	1	2	0	3	9	0	4	12	4	6
col1a2_86847	363	414	544	421	0	352	383	546	520	380	206	200	457	399	485
chac2_86848	54	38	54	60	1	42	38	47	48	67	33	34	56	46	77
rassf1_86849	274	316	231	272	0	202	304	282	293	230	165	173	212	246	257
TIMM22_86850	9	10	13	12	0	7	5	7	7	7	3	5	1	6	8
btr22_86851	0	0	0	0	0	3	0	0	2	1	0	3	2	0	2
pcdh1a3_86852	0	1	0	0	0	1	1	0	3	3	0	7	3	4	1
pls1_86853	4	0	3	1	0	5	1	3	4	0	2	1	11	6	1
sinhcaf_86854	318	221	231	138	0	176	150	180	112	172	135	96	188	161	163
cyp4t8_86855	14	10	12	11	0	16	15	7	17	7	8	5	9	8	9
abcg2c_86856	120	55	53	58	0	80	68	76	53	52	58	39	69	55	58
ccr2_86857	1	1	0	11	0	0	2	0	2	3	0	2	2	2	1
mcm2_86858	155	98	123	105	0	95	109	136	103	100	106	57	125	94	92
zbtb2b_86859	115	95	127	124	0	94	123	148	120	93	85	81	135	120	148
si:ch1073-185p12.2_86860	10	2	9	3	0	4	5	9	3	5	8	4	12	7	8
chek1_86861	325	328	264	221	0	409	265	328	197	230	184	189	278	179	250
sctr_86862	0	2	0	0	0	6	5	2	2	3	1	7	13	6	5
jak1_86863	792	422	465	405	0	551	382	459	335	317	309	302	392	407	330
eif2s1a_86864	51	25	34	28	0	22	26	29	27	18	15	21	25	21	27
tfa_86865	1	4	14	6	0	5	8	2	13	2	2	3	8	4	6
tgm5l_86866	26	48	39	37	0	17	42	23	28	42	20	21	30	35	25
trib3_86867	551	700	663	672	1	596	679	647	485	500	405	445	635	582	627
snrpb_86868	1540	1519	1431	1508	4	1434	2062	2008	1773	1427	1018	745	1520	1399	1485
xrcc1_86869	595	813	842	880	1	574	726	776	923	955	389	516	832	817	1065
kars_86870	710	673	558	562	0	646	647	651	624	514	366	384	578	559	625
ssr1_86871	22	35	38	33	0	26	20	38	22	13	7	9	22	17	36
P2RY14_86872	1	2	4	1	0	0	3	0	3	2	0	0	1	3	0
xpo7_86873	18	2	9	4	0	15	6	12	10	3	3	1	8	4	5
mthfs_86874	116	147	179	207	0	179	163	130	172	257	79	112	233	219	269
arntl1b_86875	14	10	10	7	0	10	7	21	16	3	8	2	14	9	2
gata2a_86876	3	5	4	1	0	7	3	3	0	10	2	2	3	3	4
ttc17_86877	261	202	154	193	0	208	166	153	145	202	132	127	166	192	198
snx11_86878	90	66	58	50	0	93	30	64	64	32	62	36	78	43	65
tcn2_86879	51	31	41	24	0	30	24	38	20	16	12	17	32	24	14
aqp3a_86880	4	8	4	14	0	2	16	11	7	8	6	8	20	8	23
irf8_86881	32	10	16	42	0	19	14	10	11	14	4	18	25	17	23
fpr1_86882	4	12	2	7	0	8	10	11	11	14	11	10	9	7	11
scn3b_86883	10	11	16	10	0	12	15	15	4	12	8	6	7	13	20
calm1a_86884	1094	969	1436	896	1	1129	1015	1201	989	805	569	698	1039	864	876
il2rgb_86885	84	46	62	32	0	65	51	70	49	26	24	23	37	37	40
timp2b_86886	4	5	2	8	0	10	2	1	6	3	1	4	2	4	3
itgb5_86887	0	0	0	0	0	0	4	2	1	4	0	2	0	1	2
cenpi_86888	24	29	20	20	0	14	21	26	22	16	13	16	33	17	17
arnt_86889	3	4	14	0	0	0	1	2	4	2	3	4	5	4	0
pih1d1_86890	62	21	7	8	0	8	23	22	14	9	40	14	31	11	36
cyp3c4_86891	1	4	8	3	0	15	3	10	9	8	2	4	7	5	10
cnpy3_86892	103	138	141	165	0	97	151	148	141	147	90	145	134	205	219
ctdsp1_86893	16	9	21	9	0	9	9	19	9	10	9	3	7	4	1
hnf1ba_86894	106	106	97	86	0	97	97	98	86	100	45	66	74	67	100
impdh1b_86895	1125	868	1071	765	1	882	660	1046	743	645	568	430	812	727	703
ccnb2_86896	2	2	8	4	0	2	4	2	2	1	1	1	8	2	3
p4hb_86897	29	34	57	25	0	60	46	42	14	36	21	27	39	31	45
csnk1da_86898	181	309	182	452	0	164	255	185	413	441	91	181	260	369	460
mmp13a_86899	4	7	1	1	0	0	3	2	6	5	5	1	1	3	4
il13ra1_86900	27	40	23	47	0	15	49	37	30	38	17	16	43	34	28
cttnbp2_86901	55	22	26	16	0	42	20	36	7	11	12	13	15	21	17
wnt5b_86902	3	5	1	4	0	3	6	5	9	3	2	7	8	5	5
adgre5b.2_86903	0	2	2	3	0	1	1	2	2	0	0	1	0	0	0
arfip2b_86904	74	171	165	153	1	96	119	117	97	124	89	131	166	126	159
zmp:0000001082_86905	10	1	4	7	0	5	5	15	4	5	5	5	9	0	7
inhbab_86906	2	2	5	3	0	3	1	0	0	8	0	2	4	5	7
hnf4a_86907	31	4	12	5	0	10	8	15	4	6	3	4	12	12	2
cblb_86908	39	19	38	31	0	27	16	27	20	17	20	15	36	21	26
phc2b_86909	14	9	1	2	1	27	6	13	8	9	9	7	12	2	7
tlk2_86910	7	3	3	0	0	5	10	10	5	3	4	2	14	4	5
qars_86911	278	694	338	943	0	435	606	419	717	972	258	385	534	789	925
cyr61_86912	147	80	397	191	0	260	166	374	299	167	60	152	260	249	267
angptl4_86913	143	148	180	98	0	202	128	142	109	85	64	125	116	102	121
c2cd5_86914	23	7	18	6	0	28	11	14	6	11	9	3	12	6	3
si:ch211-219a4.3_86915	6	1	0	1	0	0	1	3	4	2	1	0	6	0	6
CABZ01054965.1_86916	10	1	5	9	0	7	0	5	4	3	1	4	6	16	0
thap11_86917	28	9	18	7	0	11	9	10	9	16	7	3	7	8	6
dnm1l_86918	15	5	5	8	0	25	3	9	11	2	8	4	12	8	4
wdr62_86919	73	50	69	53	0	95	51	78	53	33	61	16	64	51	47
cxcl11.7_86920	6	7	18	7	0	5	15	1	5	3	8	2	5	6	6
aspm_86921	481	624	452	547	0	385	593	618	567	589	386	383	607	600	635
loxl1_86922	2	3	3	6	0	9	7	14	7	6	7	3	7	7	15
satb2_86923	46	44	49	50	0	38	42	42	30	48	20	42	44	49	54
si:ch211-220f12.1_86924	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1
cahz_86925	19	39	34	42	0	22	38	41	46	31	17	28	51	52	62
bcl2l1_86926	340	280	251	248	0	255	238	258	285	228	140	157	200	219	233
drap1_86927	6	8	6	9	0	6	1	8	2	1	9	5	8	0	9
ncoa3_86928	4	5	5	2	0	3	4	1	8	2	3	2	10	1	5
myorg_86929	195	136	269	131	0	107	179	179	218	176	78	104	151	155	184
opn1lw2_86930	0	2	0	6	0	0	2	0	4	5	0	2	1	3	1
pfkpa_86931	102	107	66	111	0	81	30	49	84	76	45	30	43	139	96
dusp11_86932	221	132	190	92	0	172	155	172	131	83	112	65	116	94	100
hoxb2a_86933	127	178	201	128	0	137	193	187	182	146	59	92	185	158	178
acox1_86934	34	25	24	17	0	34	28	21	40	26	20	8	22	24	25
col8a2_86935	20	8	25	17	0	19	14	30	13	5	12	11	23	12	12
fis1_86936	240	376	424	562	0	297	534	376	686	555	231	319	537	591	694
fbxo22_86937	10	16	6	12	0	16	10	13	10	4	5	12	28	10	11
hspa13_86938	4	0	6	7	0	4	4	2	2	5	5	4	11	2	13
si:dkey-222h21.12_86939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cavin2b_86940	277	200	254	251	0	269	244	366	265	206	164	170	226	254	184
si:ch73-160i9.1_86941	0	1	0	0	0	2	0	3	0	0	1	0	0	0	0
btr29_86942	19	19	1	8	0	9	3	10	9	7	4	8	20	8	10
p4ha2_86943	30	19	13	8	0	15	12	11	7	6	8	7	7	20	4
epas1a_86944	73	52	81	71	0	64	43	90	72	59	41	34	77	53	62
chdh_86945	483	297	352	289	0	466	294	336	316	233	250	194	292	263	240
cog4_86946	0	1	0	0	0	0	4	11	0	0	0	0	0	2	2
ifi30_86947	24	12	27	21	0	29	7	16	28	18	18	15	22	9	23
syk_86948	5	2	2	0	0	1	3	4	1	3	5	0	7	5	2
mtfr1_86949	139	152	161	118	0	145	127	183	123	101	93	73	134	128	131
angptl2a_86950	110	254	166	274	0	105	255	163	195	266	68	132	150	248	264
fzd2_86951	58	76	89	58	0	65	74	98	63	37	20	37	78	69	59
nme2b.1_86952	7878	6955	7182	5385	3	7073	7601	8928	5531	3517	5128	2728	6376	5304	5020
rbm19_86953	261	439	290	305	0	260	316	335	186	339	170	233	271	246	253
aldh1a2_86954	209	224	269	267	0	219	264	240	232	224	121	138	257	218	252
col1a1a_86955	783	454	749	419	2	771	568	679	372	370	411	208	530	380	468
atg16l2_86956	2	2	0	0	0	8	4	2	7	3	3	4	7	3	6
etf1b_86957	358	499	415	497	1	336	580	418	532	327	305	268	341	359	357
myh10_86958	1667	1611	1470	1708	0	1526	1414	1535	1411	1471	894	1111	1510	1732	1694
pds5a_86959	65	62	72	62	0	68	77	81	63	30	40	43	53	33	47
rsad2_86960	4	1	2	1	0	2	6	2	1	5	0	3	1	8	4
dlx4b_86961	28	32	57	42	0	17	38	26	50	18	7	17	50	26	47
mxd1_86962	31	9	22	14	0	35	21	15	20	14	8	12	25	19	24
trib1_86963	8	3	3	6	0	3	15	5	2	5	3	4	9	2	5
lck_86964	0	3	0	0	0	0	1	0	0	3	0	0	1	5	0
uba52_86965	14961	21764	18206	21642	19	16651	22214	26208	22894	19823	9865	11168	18918	20242	22743
e2f1_86966	48	19	9	18	0	44	25	17	19	6	24	11	15	14	10
adipor2_86967	71	54	77	53	0	68	69	79	64	42	32	23	67	54	65
wasf3b_86968	349	335	260	229	0	542	226	278	155	119	194	159	246	247	216
park7_86969	28	24	34	26	0	55	44	40	28	19	18	17	32	26	26
il19l_86970	0	1	0	0	0	2	0	1	1	7	0	0	7	1	2
skiv2l_86971	84	94	67	100	0	45	74	77	126	143	35	53	56	83	119
cax1_86972	9	10	12	3	0	6	12	8	2	4	5	9	9	7	4
renbp_86973	45	58	47	35	0	25	53	48	53	30	42	15	35	33	49
psme3_86974	639	1878	1393	2239	3	545	1410	1482	2008	2318	655	1064	1459	1928	2143
bmp3_86975	244	183	259	220	0	225	140	248	181	248	135	172	241	178	183
tmem256_86976	1	0	0	3	0	1	7	4	3	3	4	4	7	1	4
dcp1b_86977	168	196	195	209	0	146	212	217	171	159	118	126	157	141	226
gmnn_86978	513	499	521	549	0	333	410	480	468	474	268	241	396	494	568
bub1_86979	300	222	202	177	0	253	193	187	143	132	156	104	227	132	168
ptprfb_86980	292	122	157	95	0	272	139	161	86	90	115	58	126	88	100
exorh_86981	59	20	30	22	0	55	28	34	14	15	22	13	26	26	18
ddx4_86982	27	8	18	22	0	21	20	26	21	45	8	10	29	22	38
gdf9_86983	4	2	2	3	0	2	3	0	1	1	12	3	5	1	6
zgc:123068_86984	2	3	6	6	0	0	13	2	6	2	5	3	7	5	2
nfkb1_86985	34	8	11	10	0	13	9	20	10	5	16	6	10	2	4
rab27a_86986	16	0	7	3	0	7	10	8	15	7	2	4	12	21	9
rpl32_86987	7396	8495	9467	8490	9	7384	10315	12383	8977	6625	5067	4670	8931	7811	8313
btr02_86988	13	22	23	11	0	13	26	32	29	13	17	11	17	15	20
rad9a_86989	1	2	3	0	0	1	2	1	0	0	2	1	2	4	0
itpr1b_86990	2	1	0	3	0	4	1	3	0	3	1	1	6	4	3
glulb_86991	4570	6069	7399	8456	2	5352	6229	7211	7500	6809	2921	4788	7675	7939	8253
vdac1_86992	229	144	227	103	0	186	161	229	123	96	103	69	174	114	137
cycsa_86993	0	2	0	0	0	0	3	2	1	1	0	3	2	1	0
tmem97_86994	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
chac1_86995	10	9	8	5	0	10	6	13	3	6	7	3	3	4	8
cyp4v7_86996	26	21	24	25	0	14	15	28	18	36	10	16	40	21	22
ccnh_86997	102	98	104	95	0	95	90	103	87	89	61	67	111	89	82
col11a1a_86998	506	564	677	451	0	562	569	646	444	315	258	319	428	508	391
f2_86999	25	11	13	9	0	13	10	11	8	16	1	6	19	6	8
nde1_87000	61	133	94	139	0	99	130	100	141	134	60	88	84	157	126
pecr_87001	25	34	23	19	0	23	16	24	21	16	22	14	34	11	25
srm_87002	13	15	23	15	0	10	13	19	18	12	10	6	16	9	11
hspe1_87003	39	13	21	21	0	26	33	47	26	20	13	22	31	27	19
cat_87004	3	4	4	7	0	3	4	3	7	1	0	0	3	5	3
itih3a_87005	31	5	17	20	0	16	8	23	4	10	8	9	15	20	11
dspa_87006	487	603	588	513	2	534	436	479	398	461	270	485	617	733	624
slc6a14_87007	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
ube2ka_87008	90	59	54	45	0	80	54	83	81	45	43	34	81	76	72
utp25_87009	110	76	115	129	0	92	111	114	107	71	78	52	95	73	81
slc38a5a_87010	11	7	9	9	0	9	9	14	18	12	4	6	11	8	17
ide_87011	174	247	342	355	0	147	299	303	290	263	137	157	332	281	326
tram1_87012	0	3	0	3	0	2	0	0	1	2	2	0	3	1	1
casr_87013	0	4	0	6	0	3	3	6	1	4	6	2	1	6	1
slc47a1_87014	15	16	17	11	0	26	10	14	15	9	6	1	11	13	10
mrpl14_87015	518	549	697	483	1	675	614	668	497	387	452	367	502	447	466
oxa1l_87016	240	247	278	243	0	213	260	296	268	238	129	122	218	233	271
rpl13a_87017	14601	10130	10572	9629	2	13951	11137	12879	9407	7492	6751	5383	10821	8896	9211
fut10_87018	50	41	70	58	0	41	62	56	85	71	27	23	54	75	80
arhgef9a_87019	15	8	24	9	0	18	11	11	4	11	6	10	16	9	9
hsp70.3_87020	7	14	6	13	0	14	20	23	18	18	8	11	32	13	15
nme6_87021	74	124	110	81	0	91	101	125	63	118	90	29	69	86	84
psmd4a_87022	119	39	76	42	0	78	70	65	29	30	51	35	72	47	43
top2a_87023	197	131	168	107	0	138	148	164	125	98	67	53	86	87	140
bphl_87024	0	5	2	0	0	0	2	1	3	1	1	0	7	4	2
nmur1a_87025	0	3	2	0	0	1	1	1	0	1	1	1	4	1	0
ascl1a_87026	9	6	5	10	0	9	8	7	7	8	5	6	6	8	3
CABZ01075572.1_87027	11	11	5	8	0	6	4	3	9	6	3	2	10	7	7
rpp38_87028	59	35	47	26	0	49	32	46	24	14	27	19	23	18	18
leg1.2_87029	10	18	33	10	0	9	17	14	5	26	4	7	11	25	14
tbc1d31_87030	0	8	2	0	0	3	4	2	3	1	2	3	0	2	1
ctss2.1_87031	141	95	201	65	0	120	84	128	134	82	47	52	103	84	89
cyp2k8_87032	22	6	13	8	0	7	8	7	6	8	2	8	6	11	19
rpl24_87033	16312	15945	22774	12659	13	20539	16930	21710	10856	10101	11924	8359	16692	12383	13838
ihha_87034	12	6	12	9	0	10	8	12	6	7	0	1	8	9	6
grik4_87035	3	2	8	18	0	1	3	7	10	10	7	14	14	19	7
grinaa_87036	1	10	6	5	0	4	7	5	4	3	4	5	2	4	7
rac3b_87037	22	9	18	8	0	10	22	25	24	13	9	2	14	9	10
hcls1_87038	80	120	86	115	0	83	83	103	113	109	72	62	105	111	129
pak1_87039	300	455	594	453	0	312	443	473	387	369	194	241	465	455	459
sele_87040	0	3	2	3	0	1	3	1	1	2	0	0	2	4	4
nfe2l1a_87041	7	3	1	4	0	2	2	9	3	0	0	2	6	5	2
exosc8_87042	43	29	33	29	0	41	31	42	26	20	19	20	22	18	11
mmp2_87043	28	12	10	6	0	32	10	11	4	8	15	7	12	10	6
pdgfba_87044	12	12	32	20	0	15	17	16	29	19	22	15	30	22	16
timm23a_87045	13	19	20	19	0	23	19	45	26	15	21	9	15	23	26
rmi1_87046	137	202	184	213	0	193	192	163	157	241	95	117	156	211	242
sult1st5_87047	0	0	1	1	0	0	0	2	5	1	1	1	1	1	0
si:dkey-28b4.7_87048	194	122	125	140	0	169	143	169	147	130	129	111	138	165	187
vim_87049	25	12	18	4	0	23	21	15	19	7	15	6	34	9	10
tomm20b_87050	879	1031	1262	972	0	796	1219	1219	766	872	603	680	987	957	1170
cflara_87051	147	112	201	125	0	180	157	126	65	94	116	71	96	98	54
nr0b1_87052	1	2	2	0	0	3	1	0	1	1	0	1	1	5	0
mfsd10_87053	33	26	45	28	0	44	33	26	35	27	12	25	34	20	30
scn8aa_87054	7	12	8	3	0	5	7	2	1	2	2	2	6	3	3
sept5a_87055	3	3	3	7	0	7	4	8	6	2	9	1	11	5	10
socs2_87056	10	5	0	8	0	2	1	2	5	5	0	3	6	6	4
gabpb1_87057	43	31	26	32	0	38	37	31	22	36	31	16	27	30	50
rbm6_87058	293	153	172	90	0	376	141	209	87	86	168	72	142	100	94
csrp1a_87059	18	9	15	16	0	8	6	8	6	8	3	2	9	7	4
tk1_87060	257	173	211	125	1	224	182	273	167	136	120	79	162	151	178
cdk2_87061	334	758	761	1029	0	401	827	803	1029	1170	368	586	961	1094	1226
dld_87062	971	1702	1459	1951	1	1065	1522	1580	1468	2163	893	965	1507	1882	2345
foxa1_87063	80	68	93	45	0	102	69	74	37	45	44	34	67	49	47
pcm1_87064	431	438	454	323	0	371	338	522	230	364	326	246	432	307	419
PCDH8_87065	3	1	3	1	0	0	6	5	8	16	1	1	9	4	0
cisd1_87066	65	111	141	149	0	87	129	139	149	89	53	80	116	119	96
nck1b_87067	97	50	72	78	0	108	69	85	62	44	51	32	95	62	53
actn2b_87068	34	50	46	88	0	39	74	37	81	63	44	26	48	77	76
avp_87069	8	2	3	0	0	0	4	5	3	3	2	1	8	4	4
eif5_87070	87	90	154	75	0	111	103	175	104	75	96	47	83	73	75
stoml2_87071	18	21	31	10	0	18	16	24	12	20	8	9	12	10	7
usp7_87072	411	649	556	751	0	369	657	628	757	695	323	401	669	626	886
si:cabz01071911.3_87073	77	66	85	62	0	96	64	92	50	42	40	38	69	55	42
plin1_87074	0	4	2	1	0	1	8	4	0	6	0	2	3	3	3
sel1l_87075	13	11	7	7	0	8	15	10	3	7	9	2	13	4	4
CU927890.1_87076	10	11	8	8	0	21	18	26	11	13	10	11	20	15	10
trim2a_87077	10	11	7	6	0	3	2	2	4	7	0	2	4	8	10
ncapg2_87078	358	191	218	264	0	270	231	275	261	168	179	126	248	203	199
blmh_87079	101	89	145	115	0	114	150	164	113	79	66	61	109	109	87
cep55l_87080	231	282	235	291	0	233	251	256	315	259	155	168	295	294	332
dffa_87081	10	8	8	5	0	9	9	14	14	5	10	8	11	5	11
lypla1_87082	1	2	3	1	0	0	1	1	1	1	0	1	1	5	1
c1qbp_87083	964	669	775	499	0	807	560	779	364	483	515	370	649	427	593
slc39a10_87084	3	6	0	2	0	4	2	3	1	6	2	5	8	5	3
btr30_87085	61	29	32	13	0	48	27	18	11	9	15	12	20	9	13
ngfa_87086	1	5	2	4	0	4	6	3	4	5	3	3	6	5	2
aldh1l1_87087	77	73	70	11	0	77	55	65	36	33	37	26	82	22	26
pde4cb_87088	19	22	32	19	0	43	22	22	18	29	30	13	27	15	21
csnk1e_87089	8	3	2	4	0	3	1	9	2	6	4	0	2	3	8
zgc:171779_87090	6	1	4	2	0	3	2	2	2	7	3	8	6	5	2
chst11_87091	1	2	2	1	0	1	0	7	0	1	4	6	5	0	1
camk2a_87092	2	0	0	1	0	3	4	1	2	1	0	0	3	2	4
rpl28_87093	1	645	1118	2438	0	0	799	22	12	4	980	1	8	2353	3
gins3_87094	289	292	342	353	1	305	302	370	236	247	123	214	354	266	352
fbxo11a_87095	429	570	354	504	0	364	489	469	414	374	203	341	439	532	606
acsl5_87096	11	6	10	0	0	2	3	4	3	0	5	7	9	5	4
pik3c2b_87097	48	38	38	9	0	25	26	54	26	16	26	16	40	24	14
zgc:101564_87098	20	33	43	22	0	13	22	25	19	19	15	4	27	21	12
rfx2_87099	1	7	1	5	0	6	7	3	8	6	0	3	6	0	11
slco2b1_87100	108	142	134	125	0	84	109	80	100	116	82	44	164	151	126
gsk3b_87101	13	12	20	10	0	14	8	11	8	1	6	2	12	5	12
rrp8_87102	82	46	91	174	0	99	97	125	118	186	31	95	106	76	131
eef2k_87103	174	63	119	51	0	189	78	97	50	48	80	62	67	48	78
laptm5_87104	14	3	4	2	0	2	5	3	2	1	6	0	7	2	8
meis3_87105	1309	1743	1797	2022	2	1636	1729	1681	1933	2261	843	1198	2172	2054	2329
rrp1_87106	34	17	24	19	0	19	16	31	15	13	20	14	11	8	28
smim15_87107	0	2	6	5	0	2	1	1	0	2	2	1	2	0	1
il10_87108	0	2	0	3	0	5	5	1	7	5	4	7	10	3	6
si:dkey-40c23.2_87109	0	2	3	2	0	0	1	5	7	3	2	2	3	3	0
pmvk_87110	13	11	27	12	0	20	16	19	25	15	9	10	18	25	12
phkg2_87111	53	36	43	29	0	16	38	64	44	30	34	19	49	33	26
ighmbp2_87112	4	0	1	0	0	0	3	1	3	3	2	1	4	8	4
si:ch1073-153i20.4_87113	2077	755	1253	658	0	1359	682	1593	786	455	894	409	802	550	625
chrna7_87114	3	4	1	1	0	4	2	5	2	7	0	0	1	7	1
foxo3b_87115	96	148	138	241	0	116	141	126	191	149	88	104	154	217	205
tagln_87116	0	1	0	2	0	0	0	0	1	5	0	1	2	4	1
slc38a3b_87117	21	11	17	13	0	18	14	7	18	22	12	7	13	13	15
prpf4_87118	178	167	188	189	1	199	189	221	157	137	115	93	149	139	130
tacc3_87119	86	117	115	138	0	94	148	149	145	131	38	59	128	114	157
si:dkey-30c15.12_87120	1	3	0	5	0	1	6	2	8	4	4	1	5	1	7
rps27l_87121	442	667	929	953	0	557	701	827	1030	665	235	577	837	825	393
tmem185_87122	123	79	80	53	0	77	92	95	65	66	62	54	74	60	50
fzd10_87123	7	1	6	1	0	3	0	4	3	3	0	0	5	4	5
cyp2k22_87124	3	0	6	1	0	0	0	2	1	3	0	0	0	1	0
casp8_87125	63	64	100	120	0	96	67	105	152	45	60	57	132	120	109
gcga_87126	27	14	26	18	0	10	12	16	20	11	12	12	34	17	19
